"mixture","lab","polarity","xcms_fts","compound","inchikey_2d","rt_sec","ionMass","adduct","cosmic"
"1.2","cembio","neg","46","cytidine 5'-monophosphate","IERHLVCPSMICTF",59.08900000002,322.044311523438,"[M - H]-",0.353871715407297
"1.2","cembio","neg","48","N-acetyl-L-aspartic acid","OTCCIMWXFLJLIA",61.08199999998,174.041793823242,"[M - H]-",0.904705635061896
"1.2","cembio","neg","49","cytidine 5'-monophosphate","IERHLVCPSMICTF",62.79199999998,322.044311523438,"[M - H]-",0.316057503062149
"1.2","cembio","neg","51","N-acetyl-L-aspartic acid","OTCCIMWXFLJLIA",64.78500390624,174.041793823242,"[M - H]-",0.885426960158379
"1.2","cembio","neg","54","N-acetyl-L-aspartic acid","OTCCIMWXFLJLIA",68.487,174.041793823242,"[M - H]-",0.620945494808469
"1.2","cembio","neg","55","cytidine 5'-monophosphate","IERHLVCPSMICTF",70.197,322.044311523438,"[M - H]-",0.305957855322503
"1.2","cembio","neg","56","L-alpha-aminobutyric acid","QWCKQJZIFLGMSD",71.193,102.05590057373,"[M - H]-",0.332856416680253
"1.2","cembio","neg","58","cytidine 5'-monophosphate","IERHLVCPSMICTF",73.90000000002,322.044311523438,"[M - H]-",0.256874606191303
"1.2","cembio","neg","66","N-acetyl-L-aspartic acid","OTCCIMWXFLJLIA",83.29600000002,174.041793823242,"[M - H]-",0.797080319388978
"1.2","cembio","neg","69","N-acetyl-L-aspartic acid","OTCCIMWXFLJLIA",87.85299999999,174.041793823242,"[M - H]-",0.891249653916427
"1.2","hmgu","neg","1189","L-alpha-aminobutyric acid","QWCKQJZIFLGMSD",25.81400000001,102.054996289432,"[M - H]-",0.154949906782727
"1.2","hmgu","neg","1190","L-alpha-aminobutyric acid","QWCKQJZIFLGMSD",26.48300000001,102.055168773125,"[M - H]-",0.238708233437368
"1.2","hmgu","neg","1191","D-erythronic acid","JPIJQSOTBSSVTP",27.1725,135.029596527218,"[M - H]-",0.78571222585309
"1.2","hmgu","neg","1197","D-erythronic acid","JPIJQSOTBSSVTP",31.47800000001,135.028692181265,"[M - H]-",0.319092548031472
"1.2","hmgu","neg","1198","D-erythronic acid","JPIJQSOTBSSVTP",32.187,135.029060800674,"[M - H]-",0.38607780269782
"1.2","hmgu","neg","1213","(2R)-2-acetamidopropanoic acid","KTHDTJVBEPMMGL",42.6825,130.050332992456,"[M - H]-",0.684159089581692
"1.2","icl","pos","49","D-erythronic acid","JPIJQSOTBSSVTP",75.03400325778,159.027069091797,"[M + Na]+",0.0471338899620356
"1.3","afekta","pos","13","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",26.33900000001,189.122856140137,"[M + H]+",0.916505917717134
"1.3","afekta","pos","14","D-asparagine","DCXYFEDJOCDNAF",27.5385,133.059997558594,"[M + H]+",0.888997660176884
"1.3","afekta","pos","23","thiamine(1+) diphosphate","AYEKOFBPNLCAJY",39.561,425.04175567627,"[M + H]+",0.136460822872288
"1.3","afekta","neg","363","L-arginine","ODKSFYDXXFIFQN",26.08749999999,173.10285949707,"[M - H]-",0.747701297473637
"1.3","afekta","neg","365","D-glucopyranose 6-phosphate","NBSCHQHZLSJFNQ",28.49750000001,259.020721435547,"[M - H]-",0.0260243472968284
"1.3","afekta","neg","371","isocitric acid","ODBLHEXUDAPZAU",30.65049999999,191.018422444661,"[M - H]-",0.592167398172028
"1.3","afekta","neg","372","L-dopa","WTDRDQBEARUVNC",31.46600000001,196.060348510742,"[M - H]-",0.0414076227892652
"1.3","cembio","pos","127","2-aminoisobutyric acid","FUOOLUPWFVMBKG",11.45599999998,104.070899963379,"[M + H]+",0.422917809042032
"1.3","cembio","pos","131","L-arginine","ODKSFYDXXFIFQN",15.441,197.100997924805,"[M + Na]+",0.0667248513250231
"1.3","cembio","pos","136","guanosine","NYHBQMYGNKIUIF",20.42200000002,284.099487304688,"[M + H]+",0.0581357979486683
"1.3","cembio","pos","140","D-asparagine","DCXYFEDJOCDNAF",24.408,155.04280090332,"[M + H]+",0.0533621886469732
"1.3","cembio","pos","141","L-arginine","ODKSFYDXXFIFQN",25.404,175.119293212891,"[M + H]+",0.964435134347252
"1.3","cembio","pos","142","D-glucopyranose 6-phosphate","NBSCHQHZLSJFNQ",26.4,261.037109375,"[M + H]+",0.632626342016753
"1.3","cembio","pos","143","L-ornithine","AHLPHDHHMVZTML",27.39700000002,155.078704833984,"[M + Na]+",0.134878540106139
"1.3","cembio","pos","146","guanosine","NYHBQMYGNKIUIF",31.09999999998,306.080810546875,"[M + Na]+",0.282433596107216
"1.3","cembio","pos","147","N-carbamoylaspartic acid","HLKXYZVTANABHZ",32.09599999998,177.050796508789,"[M + H]+",0.986760944925465
"1.3","cembio","pos","148","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",33.09199999998,189.12370300293,"[M + H]+",0.856494656984464
"1.3","cembio","pos","149","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",34.089,190.071197509766,"[M + H]+",0.996446336330122
"1.3","cembio","pos","150","L-cysteine","XUJNEKJLAYXESH",35.085,122.027297973633,"[M + H]+",0.772098256995341
"1.3","cembio","pos","152","UDP","XCCTYIAWTASOJW",37.07800000002,405.009704589844,"[M + H]+",0.726053040423285
"1.3","cembio","pos","153","2-aminoisobutyric acid","FUOOLUPWFVMBKG",38.07400000002,104.070899963379,"[M + H]+",0.925326318269337
"1.3","cembio","pos","156","D-asparagine","DCXYFEDJOCDNAF",41.06299999998,133.061004638672,"[M + H]+",0.445602038261666
"1.3","cembio","pos","157","L-arginine","ODKSFYDXXFIFQN",42.05899999998,197.100997924805,"[M + Na]+",0.217436114388599
"1.3","cembio","pos","159","L-ornithine","AHLPHDHHMVZTML",44.052,133.097305297852,"[M + H]+",0.810025933071594
"1.3","cembio","pos","162","guanosine","NYHBQMYGNKIUIF",47.04100000002,284.099487304688,"[M + H]+",0.734986068018562
"1.3","cembio","pos","166","D-asparagine","DCXYFEDJOCDNAF",51.02599999998,155.04280090332,"[M + Na]+",0.094581195397541
"1.3","cembio","pos","167","L-arginine","ODKSFYDXXFIFQN",52.02199999998,175.119293212891,"[M + H]+",0.725315454975669
"1.3","cembio","pos","171","isocitric acid","ODBLHEXUDAPZAU",56.721,215.014999389648,"[M + Na]+",0.330199133745282
"1.3","cembio","pos","172","guanosine","NYHBQMYGNKIUIF",57.717,306.080810546875,"[M + Na]+",0.0893273209349262
"1.3","cembio","pos","174","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",59.71000000002,189.12370300293,"[M + H]+",0.685026272761389
"1.3","cembio","pos","175","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",60.70600000002,190.071197509766,"[M + H]+",0.927283121339218
"1.3","cembio","pos","176","L-cysteine","XUJNEKJLAYXESH",61.70299999998,122.027297973633,"[M + H]+",0.338286650998373
"1.3","cembio","pos","177","N-acetyl-beta-neuraminic acid","SQVRNKJHWKZAKO",62.69899999998,332.095397949219,"[M + Na]+",0.0695048404516963
"1.3","cembio","pos","178","UDP","XCCTYIAWTASOJW",63.69499999998,405.009704589844,"[M + H]+",0.667015672589808
"1.3","cembio","pos","179","2-aminoisobutyric acid","FUOOLUPWFVMBKG",64.692,104.070899963379,"[M + H]+",0.229498416658675
"1.3","cembio","pos","182","D-asparagine","DCXYFEDJOCDNAF",67.68100000002,133.061004638672,"[M + H]+",0.0821917646360814
"1.3","cembio","pos","185","L-ornithine","AHLPHDHHMVZTML",70.66999999998,133.097305297852,"[M + H]+",0.0965590277005016
"1.3","cembio","pos","188","guanosine","NYHBQMYGNKIUIF",73.659,284.099487304688,"[M + H]+",0.853636457232475
"1.3","cembio","pos","192","D-asparagine","DCXYFEDJOCDNAF",77.64400000002,155.04280090332,"[M + Na]+",0.0844736619555345
"1.3","cembio","pos","195","L-ornithine","AHLPHDHHMVZTML",80.63299999998,155.078704833984,"[M + Na]+",0.128925108563894
"1.3","cembio","pos","197","isocitric acid","ODBLHEXUDAPZAU",83.34,215.014999389648,"[M + Na]+",0.494209095388724
"1.3","cembio","pos","198","guanosine","NYHBQMYGNKIUIF",84.336,306.080810546875,"[M + Na]+",0.491018511391518
"1.3","cembio","pos","202","L-cysteine","XUJNEKJLAYXESH",88.32100000002,122.027297973633,"[M + H]+",0.523906733531104
"1.3","cembio","pos","207","L-dopa","WTDRDQBEARUVNC",93.303,198.076202392578,"[M + H]+",0.153116487838452
"1.3","cembio","pos","208","D-asparagine","DCXYFEDJOCDNAF",94.299,133.061004638672,"[M + H]+",0.0753759537167489
"1.3","cembio","pos","209","L-arginine","ODKSFYDXXFIFQN",95.295,197.100997924805,"[M + H]+",0.0415181440426991
"1.3","cembio","pos","214","guanosine","NYHBQMYGNKIUIF",100.27699999998,284.099487304688,"[M + H]+",0.685615684404418
"1.3","cembio","pos","216","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",102.27,211.105194091797,"[M + Na]+",0.26546318113529
"1.3","cembio","pos","219","L-arginine","ODKSFYDXXFIFQN",105.25900000002,175.119293212891,"[M + Na]+",0.07481831579258
"1.3","cembio","pos","223","L-arginine","ODKSFYDXXFIFQN",109.95700000002,197.100997924805,"[M + Na]+",0.010459498886559
"1.3","cembio","pos","225","L-arginine","ODKSFYDXXFIFQN",112.66399999998,197.100997924805,"[M + Na]+",0.0110878302165971
"1.3","cembio","pos","227","L-arginine","ODKSFYDXXFIFQN",115.36999999998,197.100997924805,"[M + Na]+",0.223050729583131
"1.3","cembio","neg","5","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",7.54399999998,188.056594848633,"[M - H]-",0.0741196712174623
"1.3","cembio","neg","13","L-arginine","ODKSFYDXXFIFQN",15.51499999998,173.104400634766,"[M - H]-",0.076893483923008
"1.3","cembio","neg","16","L-ornithine","AHLPHDHHMVZTML",18.50299999998,131.082107543945,"[M - H]-",0.779587275076599
"1.3","cembio","neg","24","isocitric acid","ODBLHEXUDAPZAU",27.18799999998,191.020004272461,"[M - H]-",0.589663859037414
"1.3","cembio","neg","26","N-carbamoylaspartic acid","HLKXYZVTANABHZ",29.17999999998,175.036193847656,"[M - H]-",0.794659740137249
"1.3","cembio","neg","27","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",30.177,187.109100341797,"[M - H]-",0.456278223401307
"1.3","cembio","neg","28","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",31.173,188.056594848633,"[M - H]-",0.985333178006257
"1.3","cembio","neg","30","N-acetyl-beta-neuraminic acid","SQVRNKJHWKZAKO",33.16600000002,308.099212646484,"[M - H]-",0.774222480329904
"1.3","cembio","neg","31","UDP","XCCTYIAWTASOJW",34.16200000002,402.996002197266,"[M - H]-",0.498281214858585
"1.3","cembio","neg","36","L-arginine","ODKSFYDXXFIFQN",39.14299999998,173.104400634766,"[M - H]-",0.383107477824351
"1.3","cembio","neg","37","UDP-alpha-D-glucose","HSCJRCZFDFQWRP",40.14,565.048217773438,"[M - H]-",0.327399190195528
"1.3","cembio","neg","38","D-glucopyranose 6-phosphate","NBSCHQHZLSJFNQ",41.136,259.022491455078,"[M - H]-",0.250309120629537
"1.3","cembio","neg","48","guanosine","NYHBQMYGNKIUIF",51.813,282.084808349609,"[M - H]-",0.433278282439559
"1.3","cembio","neg","49","N-carbamoylaspartic acid","HLKXYZVTANABHZ",52.809,175.036193847656,"[M - H]-",0.602056483185408
"1.3","cembio","neg","51","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",54.80200000002,188.056594848633,"[M - H]-",0.951750863330142
"1.3","cembio","neg","54","UDP","XCCTYIAWTASOJW",57.79099999998,402.996002197266,"[M - H]-",0.473671633142081
"1.3","cembio","neg","55","2-aminoisobutyric acid","FUOOLUPWFVMBKG",58.78699999998,102.055999755859,"[M - H]-",0.178044519413943
"1.3","cembio","neg","59","L-arginine","ODKSFYDXXFIFQN",62.77300000002,173.104400634766,"[M - H]-",0.459591215088182
"1.3","cembio","neg","60","UDP-alpha-D-glucose","HSCJRCZFDFQWRP",63.76900000002,565.048217773438,"[M - H]-",0.302271663421121
"1.3","cembio","neg","61","D-glucopyranose 6-phosphate","NBSCHQHZLSJFNQ",64.76500000002,259.022491455078,"[M - H]-",0.0455359494410857
"1.3","cembio","neg","62","L-ornithine","AHLPHDHHMVZTML",65.76199999998,131.082107543945,"[M - H]-",0.682428376992484
"1.3","cembio","neg","70","isocitric acid","ODBLHEXUDAPZAU",74.44600000002,191.020004272461,"[M - H]-",0.3270399365802
"1.3","cembio","neg","73","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",77.43499999998,187.109100341797,"[M - H]-",0.308591585590825
"1.3","cembio","neg","74","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",78.43099999998,188.056594848633,"[M - H]-",0.921440811760641
"1.3","cembio","neg","77","UDP","XCCTYIAWTASOJW",81.42,402.996002197266,"[M - H]-",0.476953476612691
"1.3","cembio","neg","81","D-asparagine","DCXYFEDJOCDNAF",85.40599999998,131.046203613281,"[M - H]-",0.219739677094497
"1.3","cembio","neg","82","L-arginine","ODKSFYDXXFIFQN",86.40199999998,173.104400634766,"[M - H]-",0.209167221232571
"1.3","cembio","neg","94","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",99.07099999998,188.056594848633,"[M - H]-",0.804240019949732
"1.3","cembio","neg","99","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",104.766,188.056594848633,"[M - H]-",0.709475394459413
"1.3","cembio","neg","104","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",110.46,188.056594848633,"[M - H]-",0.462585643288544
"1.3","cembio","neg","108","guanosine","NYHBQMYGNKIUIF",115.15900000002,282.084808349609,"[M - H]-",0.142116560126559
"1.3","cembio","neg","109","N-acetyl-L-glutamic acid","RFMMMVDNIPUKGG",116.15500000002,188.056594848633,"[M - H]-",0.782314490704377
"1.3","hmgu","pos","50","L-arginine","ODKSFYDXXFIFQN",22.743,175.1181394495,"[M + H]+",0.960567738921931
"1.3","hmgu","pos","55","2-aminoisobutyric acid","FUOOLUPWFVMBKG",26.3295,104.069967642936,"[M + H]+",0.548298112749835
"1.3","hmgu","pos","58","2-aminoisobutyric acid","FUOOLUPWFVMBKG",28.42700000001,104.070200229672,"[M + H]+",0.107558023078358
"1.3","hmgu","pos","690","L-ornithine","AHLPHDHHMVZTML",431.72749999998,133.098705855294,"[M + H]+",0.0355542811812193
"1.3","hmgu","neg","1194","L-arginine","ODKSFYDXXFIFQN",22.62550000002,173.103696128913,"[M - H]-",0.82886535697942
"1.3","hmgu","neg","1195","L-ornithine","AHLPHDHHMVZTML",23.38999999998,131.082081860346,"[M - H]-",0.925623857707289
"1.3","hmgu","neg","1196","L-ornithine","AHLPHDHHMVZTML",24.07100000001,131.082321139498,"[M - H]-",0.675524075797168
"1.3","hmgu","neg","1197","L-ornithine","AHLPHDHHMVZTML",24.846,131.081626655903,"[M - H]-",0.352447682845125
"1.3","hmgu","neg","1205","L-ornithine","AHLPHDHHMVZTML",30.43750000002,131.081527023645,"[M - H]-",0.810754145015789
"1.3","hmgu","neg","1206","L-ornithine","AHLPHDHHMVZTML",31.16500000002,131.08198125521,"[M - H]-",0.861054094480793
"1.3","hmgu","neg","1207","L-ornithine","AHLPHDHHMVZTML",31.90450000002,131.081864805818,"[M - H]-",0.348351231627828
"1.3","hmgu","neg","1209","D-alanine","QNAYBMKLOCPYGJ",33.276,88.03971706252,"[M - H]-",0.688089123550611
"1.3","hmgu","neg","1210","D-alanine","QNAYBMKLOCPYGJ",34.03150000002,88.039672667622,"[M - H]-",0.415492054372996
"1.3","hmgu","neg","1224","L-arginine","ODKSFYDXXFIFQN",44.02450000002,173.102396842971,"[M - H]-",0.101169864694115
"1.3","hmgu","neg","1629","N(2)-acetyl-L-lysine","VEYYWZRYIYDQJM",262.815,187.108847838098,"[M - H]-",0.101989216289892
"1.4","afekta","pos","21","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",32.81900097657,348.070159912109,"[M + H]+",0.779073618435374
"1.4","afekta","pos","30","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",55.26549999999,348.070159912109,"[M + H]+",0.548331798184137
"1.4","afekta","pos","37","N-acetyl-L-serine","JJIHLJJYMXLCOY",75.834,186.015023367746,"[M + K]+",0.231476372548858
"1.4","afekta","pos","53","N-acetyl-L-serine","JJIHLJJYMXLCOY",125.40650000001,186.015023367746,"[M + K]+",0.188154972100016
"1.4","afekta","neg","370","L-homoarginine","QUOGESRFPZDMMT",25.425,187.118576049805,"[M - H]-",0.304057028218465
"1.4","afekta","neg","373","2'-deoxyadenosine 5'-monophosphate","KHWCHTKSEGGWEX",29.33649999999,330.058517456055,"[M - H]-",0.608188117896635
"1.4","afekta","neg","374","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",30.65600000001,346.05347442627,"[M - H]-",0.566129936459451
"1.4","afekta","neg","375","UDP-alpha-D-glucose","HSCJRCZFDFQWRP",31.9125,565.044006347656,"[M - H]-",0.273479996985461
"1.4","afekta","neg","384","O-phospho-L-serine","BZQFBWGGLXLEPQ",53.81150000001,184.000221252441,"[M - H]-",0.364441964685124
"1.4","afekta","neg","386","citric acid","KRKNYBCHXYNGOX",60.36249999999,191.018268585205,"[M - H]-",0.489274525742207
"1.4","afekta","neg","424","N(2)-phenylacetyl-L-glutamine","JFLIEFSWGNOPJJ",180.38900000001,263.101745605469,"[M - H]-",0.977411732906171
"1.4","cembio","pos","190","D-lysine","KDXKERNSBIXSRK",3.729,147.11279296875,"[M + H]+",0.661811434112294
"1.4","cembio","pos","192","creatine","CVSVTCORWBXHQV",5.721,132.076797485352,"[M + Na]+",0.0463933768186201
"1.4","cembio","pos","197","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",10.70299999998,348.07080078125,"[M + H]+",0.127972155783869
"1.4","cembio","pos","202","uridine","DRTQHJPVMGBUCF",15.68500000002,245.076995849609,"[M + Na]+",0.407762559661145
"1.4","cembio","pos","203","D-arabinitol","HEBKCHPVOIAQTA",16.68100000002,153.075302124023,"[M + H]+",0.302401297686035
"1.4","cembio","pos","206","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",19.66999999998,370.052307128906,"[M + Na]+",0.350203759265514
"1.4","cembio","pos","208","uridine","DRTQHJPVMGBUCF",21.66199999998,267.058410644531,"[M + Na]+",0.0514334696547006
"1.4","cembio","pos","209","D-lysine","KDXKERNSBIXSRK",22.659,169.095001220703,"[M + Na]+",0.229117911985539
"1.4","cembio","pos","210","L-homoarginine","QUOGESRFPZDMMT",23.655,189.13459777832,"[M + H]+",0.922423071380766
"1.4","cembio","pos","212","creatine","CVSVTCORWBXHQV",25.64800000002,154.057601928711,"[M + Na]+",0.0494082291137959
"1.4","cembio","pos","213","D-lysine","KDXKERNSBIXSRK",27.35800000002,147.11279296875,"[M + H]+",0.991719244998392
"1.4","cembio","pos","215","creatine","CVSVTCORWBXHQV",29.35099999998,132.076797485352,"[M + H]+",0.906368562286065
"1.4","cembio","pos","217","O-phosphoethanolamine","SUHOOTKUPISOBE",31.34299999998,142.026397705078,"[M + K]+",0.275301375058036
"1.4","cembio","pos","220","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",34.332,348.07080078125,"[M + H]+",0.897932045478565
"1.4","cembio","pos","222","N-acetyl-L-serine","JJIHLJJYMXLCOY",36.32500000002,148.060394287109,"[M + H]+",0.7112934077866
"1.4","cembio","pos","223","O-phospho-L-serine","BZQFBWGGLXLEPQ",37.32100000002,186.016204833984,"[M + H]+",0.848654350280567
"1.4","cembio","pos","223","N-acetyl-L-serine","JJIHLJJYMXLCOY",37.32100000002,186.016204833984,"[M + H]+",0.848654350280567
"1.4","cembio","pos","233","L-homoarginine","QUOGESRFPZDMMT",47.28400000002,189.13459777832,"[M + H]+",0.472569975622195
"1.4","cembio","pos","235","creatine","CVSVTCORWBXHQV",49.27699999998,154.057601928711,"[M + Na]+",0.0319084386828984
"1.4","cembio","pos","238","creatine","CVSVTCORWBXHQV",52.98,132.076797485352,"[M + H]+",0.3560748026395
"1.4","cembio","pos","243","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",57.96100000002,348.07080078125,"[M + H]+",0.90284014150139
"1.4","cembio","pos","246","N-acetyl-L-serine","JJIHLJJYMXLCOY",60.94999999998,186.016204833984,"[M + H]+",0.859221286851301
"1.4","cembio","pos","246","O-phospho-L-serine","BZQFBWGGLXLEPQ",60.94999999998,186.016204833984,"[M + H]+",0.859221286851301
"1.4","cembio","pos","248","uridine","DRTQHJPVMGBUCF",62.943,245.076995849609,"[M + H]+",0.0725013406482233
"1.4","cembio","pos","250","citric acid","KRKNYBCHXYNGOX",64.93599609372,193.034194946289,"[M + H]+",0.468480009707997
"1.4","cembio","pos","252","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",66.92800000002,370.052307128906,"[M + Na]+",0.242711824209888
"1.4","cembio","pos","256","L-homoarginine","QUOGESRFPZDMMT",70.914,189.13459777832,"[M + H]+",0.370861329991705
"1.4","cembio","pos","261","creatine","CVSVTCORWBXHQV",76.60900000002,132.076797485352,"[M + H]+",0.509352873573091
"1.4","cembio","pos","262","D-arabinitol","HEBKCHPVOIAQTA",77.60500000002,175.057495117188,"[M + H]+",0.0365148967844912
"1.4","cembio","pos","265","2'-deoxyadenosine 5'-monophosphate","KHWCHTKSEGGWEX",80.59399999998,332.075988769531,"[M + H]+",0.753494105865172
"1.4","cembio","pos","266","2'-deoxyguanosine 5'-monophosphate","LTFMZDNNPPEQNG",81.591,348.07080078125,"[M + H]+",0.892109664876712
"1.4","cembio","pos","269","N-acetyl-L-serine","JJIHLJJYMXLCOY",84.58000000002,186.016204833984,"[M + H]+",0.660989622077114
"1.4","cembio","pos","269","O-phospho-L-serine","BZQFBWGGLXLEPQ",84.58000000002,186.016204833984,"[M + H]+",0.660989622077114
"1.4","cembio","pos","276","O-phosphoethanolamine","SUHOOTKUPISOBE",91.554,164.008193969727,"[M + Na]+",0.0389302481393949
"1.4","cembio","pos","277","uridine","DRTQHJPVMGBUCF",92.55,267.058410644531,"[M + Na]+",0.151479164687816
"1.4","cembio","pos","279","L-homoarginine","QUOGESRFPZDMMT",94.54300000002,189.13459777832,"[M + H]+",0.0860226365118598
"1.4","cembio","pos","281","creatine","CVSVTCORWBXHQV",96.53500000002,154.057601928711,"[M + Na]+",0.0269320299260466
"1.4","cembio","pos","282","uridine","DRTQHJPVMGBUCF",98.24599999998,245.076995849609,"[M + H]+",0.634182525044647
"1.4","cembio","pos","284","uridine","DRTQHJPVMGBUCF",100.953,245.076995849609,"[M + H]+",0.394456950482677
"1.4","cembio","pos","285","N-benzoylglycine","QIAFMBKCNZACKA",101.949,180.065795898438,"[M + H]+",0.128331341792883
"1.4","cembio","pos","290","uridine","DRTQHJPVMGBUCF",109.06900000002,245.076995849609,"[M + K]+",0.0178570878198142
"1.4","cembio","pos","292","uridine","DRTQHJPVMGBUCF",111.77500000002,245.076995849609,"[M + Na]+",0.0280202100915749
"1.4","cembio","pos","294","uridine","DRTQHJPVMGBUCF",114.48100000002,245.076995849609,"[M + Na]+",0.0636743529324822
"1.4","cembio","pos","298","N-benzoylglycine","QIAFMBKCNZACKA",119.17900000002,180.065795898438,"[M + H]+",0.0990283653686994
