"pass","lab","mix","inchikey_2d","rank"
"primary","cembio","1_5","NBSCHQHZLSJFNQ",1
"primary","cembio","1_5","NBZBKCUXIYYUSX",2
"primary","cembio","1_5","ODKSFYDXXFIFQN",1
"primary","cembio","1_5","PECYZEOJVXMISF",1
"primary","cembio","1_5","PMMYEEVYMWASQN",18
"primary","cembio","1_5","SNPLKNRPJHDVJA",18
"primary","cembio","1_5","UHDGCWIWMRVCDJ",1
"primary","cembio","1_5","VYAMLSCELQQRAE",19
"primary","cembio","1_5","VZXPDPZARILFQX",3
"primary","cembio","1_5","WHUUTDBJXJRKMK",1
"primary","cembio","1_5","XVOYSCVBGLVSOL",1
"primary","cembio","1_5","ZDXPYRJPNDTMRX",1
"primary","cembio","1_5","ZGXJTSGNIOSYLO",3
"primary","cembio","1_6","ACWBBAGYTKWBCD",1
"primary","cembio","1_6","AYFVYJQAPQTCCC",1
"primary","cembio","1_6","DCWXELXMIBXGTH",1
"primary","cembio","1_6","HEBKCHPVOIAQTA",1
"primary","cembio","1_6","HNDVDQJCIGZPNO",1
"primary","cembio","1_6","KNTFCRCCPLEUQZ",6
"primary","cembio","1_6","MTCFGRXMJLQNBG",1
"primary","cembio","1_6","QEFRNWWLZKMPFJ",1
"primary","cembio","1_6","SNEIUMQYRCDYCH",1
"primary","cembio","1_6","UKAUYVFTDYCKQA",20
"primary","cembio","1_6","VVIAGPKUTFNRDU",4
"primary","cembio","2_1","AGPKZVBTJJNPAG",1
"primary","cembio","2_1","CGQCWMIAEPEHNQ",1
"primary","cembio","2_1","COLNVLDHVKWLRT",1
"primary","cembio","2_1","DVNYTAVYBRSTGK",1
"primary","cembio","2_1","HGINADPHJQTSKN",4
"primary","cembio","2_1","HXNFUBHNUDHIGC",2
"primary","cembio","2_1","JBCLFWXMTIKCCB",1
"primary","cembio","2_1","JFCQEDHGNNZCLN",2
"primary","cembio","2_1","JMSVCTWVEWCHDZ",15
"primary","cembio","2_1","KDYFGRWQOYBRFD",1
"primary","cembio","2_1","LRFVTYWOQMYALW",1
"primary","cembio","2_1","LRQKBLKVPFOOQJ",4
"primary","cembio","2_1","LUCHPKXVUGJYGU",1
"primary","cembio","2_1","MAYCICSNZYXLHB",11
"primary","cembio","2_1","NHZMQXZHNVQTQA",1
"primary","cembio","2_1","OIRDTQYFTABQOQ",2
"primary","cembio","2_1","PXQPEWDEAKTCGB",2
"primary","cembio","2_1","QHGUCRYDKWKLMG",6
"primary","cembio","2_1","ROHFNLRQFUQHCH",1
"primary","cembio","2_1","SLXKOJJOQWFEFD",20
"primary","cembio","2_1","UKFXDFUAPNAMPJ",1
"primary","cembio","2_1","VYFYYTLLBUKUHU",1
"primary","cembio","2_1","WXUAQHNMJWJLTG",2
"primary","cembio","2_1","YKBGVTZYEHREMT",1
"primary","cembio","2_1","ZIYVHBGGAOATLY",1
"primary","cembio","2_1","ZXYAAVBXHKCJJB",1
"primary","cembio","2_10","BEBCJVAWIBVWNZ",2
"primary","cembio","2_10","DIVQKHQLANKJQO",4
"primary","cembio","2_10","DUUGKQCEGZLZNO",1
"primary","cembio","2_10","GJAWHXHKYYXBSV",1
"primary","cembio","2_10","HXEACLLIILLPRG",1
"primary","cembio","2_10","IHYJTAOFMMMOPX",6
"primary","cembio","2_10","ISAKRJDGNUQOIC",6
"primary","cembio","2_10","LEHOTFFKMJEONL",1
"primary","cembio","2_10","LOIYMIARKYCTBW",1
"primary","cembio","2_10","LVRFTAZAXQPQHI",2
"primary","cembio","2_10","MBIQENSCDNJOIY",7
"primary","cembio","2_10","NGEWQZIDQIYUNV",4
"primary","cembio","2_10","PMMYEEVYMWASQN",1
"primary","cembio","2_10","WJJMNDUMQPNECX",6
"primary","cembio","2_10","XLTJXJJMUFDQEZ",18
"primary","cembio","2_10","ZGXJTSGNIOSYLO",12
"primary","cembio","2_10","ZRQXMKMBBMNNQC",1
"primary","cembio","2_2","AUYYCJSJGJYCDS",1
"primary","cembio","2_2","BVWTXUYLKBHMOX",17
"primary","cembio","2_2","CBQJSKKFNMDLON",1
"primary","cembio","2_2","DUHQIGLHYXLKAE",1
"primary","cembio","2_2","DZGWFCGJZKJUFP",1
"primary","cembio","2_2","FFEARJCKVFRZRR",1
"primary","cembio","2_2","GNMSLDIYJOSUSW",1
"primary","cembio","2_2","HCZHHEIFKROPDY",2
"primary","cembio","2_2","HGINADPHJQTSKN",16
"primary","cembio","2_2","HXNFUBHNUDHIGC",1
"primary","cembio","2_2","IGMNYECMUMZDDF",10
"primary","cembio","2_2","IZZIWIAOVZOBLF",1
"primary","cembio","2_2","JFCQEDHGNNZCLN",1
"primary","cembio","2_2","JMOXSQYGVIXBBZ",2
"primary","cembio","2_2","KKSDGJDHHZEWEP",1
"primary","cembio","2_2","KWIUHFFTVRNATP",1
"primary","cembio","2_2","LRFVTYWOQMYALW",2
"primary","cembio","2_2","NGSWKAQJJWESNS",3
"primary","cembio","2_2","ODHCTXKNWHHXJC",1
"primary","cembio","2_2","OMFXVFTZEKFJBZ",1
"primary","cembio","2_2","PKLPQOJFHFGVBS",11
"primary","cembio","2_2","QRMZSPFSDQBLIX",10
"primary","cembio","2_2","SYEOWUNSTUDKGM",4
"primary","cembio","2_2","TYEYBOSBBBHJIV",1
"primary","cembio","2_2","UKFXDFUAPNAMPJ",4
"primary","cembio","2_2","UQTZMGFTRHFAAM",1
"primary","cembio","2_2","VVNCNSJFMMFHPL",11
"primary","cembio","2_2","WKOLLVMJNQIZCI",5
"primary","cembio","2_2","WLJVNTCWHIRURA",7
"primary","cembio","2_2","WXUAQHNMJWJLTG",7
"primary","cembio","2_2","YBJHBAHKTGYVGT",1
"primary","cembio","2_3","AEFLONBTGZFSGQ",1
"primary","cembio","2_3","AXFYFNCPONWUHW",2
"primary","cembio","2_3","BJEPYKJPYRNKOW",1
"primary","cembio","2_3","BLHCMGRVFXRYRN",1
"primary","cembio","2_3","BRARRAHGNDUELT",5
"primary","cembio","2_3","BRRSNXCXLSVPFC",2
"primary","cembio","2_3","BTCSSZJGUNDROE",3
"primary","cembio","2_3","BTJIUGUIPKRLHP",20
"primary","cembio","2_3","CCVYRRGZDBSHFU",4
"primary","cembio","2_3","DZTHIGRZJZPRDV",1
"primary","cembio","2_3","FFDGPVCHZBVARC",7
"primary","cembio","2_3","FUOOLUPWFVMBKG",2
"primary","cembio","2_3","FVMDYYGIDFPZAX",2
"primary","cembio","2_3","JDTWZSUNGHMMJM",1
"primary","cembio","2_3","JKLRIMRKZBSSED",1
"primary","cembio","2_3","JOXIMZWYDAKGHI",1
"primary","cembio","2_3","LDCRTTXIJACKKU",11
"primary","cembio","2_3","LNTHITQWFMADLM",1
"primary","cembio","2_3","LTFHNKUKQYVHDX",15
"primary","cembio","2_3","LZCLXQDLBQLTDK",9
"primary","cembio","2_3","MBIQENSCDNJOIY",13
"primary","cembio","2_3","MVAWJSIDNICKHF",1
"primary","cembio","2_3","MXHRCPNRJAMMIM",1
"primary","cembio","2_3","NGEWQZIDQIYUNV",1
"primary","cembio","2_3","ONFOSYPQQXJWGS",1
"primary","cembio","2_3","ONIBWKKTOPOVIA",1
"primary","cembio","2_3","PECYZEOJVXMISF",1
"primary","cembio","2_3","PRJKNHOMHKJCEJ",1
"primary","cembio","2_3","QAFBDRSXXHEXGB",3
"primary","cembio","2_3","QCHPKSFMDHPSNR",1
"primary","cembio","2_3","QWCKQJZIFLGMSD",4
"primary","cembio","2_3","QZAYGJVTTNCVMB",1
"primary","cembio","2_3","RWQNBRDOKXIBIV",1
"primary","cembio","2_3","UCTWMZQNUQWSLP",1
"primary","cembio","2_3","UZCXPYDBYUEZCV",4
"primary","cembio","2_3","VGONTNSXDCQUGY",1
"primary","cembio","2_3","VYAMLSCELQQRAE",19
"primary","cembio","2_3","WXNXCEHXYPACJF",2
"primary","cembio","2_3","XQXPVVBIMDBYFF",5
"primary","cembio","2_3","YHGNXQAFNHCBTK",6
"primary","cembio","2_3","ZDXPYRJPNDTMRX",1
"primary","cembio","2_4","ASWBNKHCZGQVJV",3
"primary","cembio","2_4","CIWBSHSKHKDKBQ",2
"primary","cembio","2_4","DDRJAANPRJIHGJ",4
"primary","cembio","2_4","DKMROQRQHGEIOW",9
"primary","cembio","2_4","HGINADPHJQTSKN",15
"primary","cembio","2_4","HNEGQIOMVPPMNR",2
"primary","cembio","2_4","HVRZYSHVZOELOH",5
"primary","cembio","2_4","JACRWUWPXAESPB",9
"primary","cembio","2_4","JFCQEDHGNNZCLN",2
"primary","cembio","2_4","JLSKPBDKNIXMBS",1
"primary","cembio","2_4","JTEJPPKMYBDEMY",1
"primary","cembio","2_4","JYGXADMDTFJGBT",1
"primary","cembio","2_4","KIWQWJKWBHZMDT",3
"primary","cembio","2_4","KQTIIICEAUMSDG",13
"primary","cembio","2_4","LJUQGASMPRMWIW",1
"primary","cembio","2_4","LVHBHZANLOWSRM",1
"primary","cembio","2_4","NMHMNPHRMNGLLB",7
"primary","cembio","2_4","OIRDTQYFTABQOQ",1
"primary","cembio","2_4","OLXZPDWKRNYJJZ",1
"primary","cembio","2_4","OVRNDRQMDRJTHS",2
"primary","cembio","2_4","PHIQHXFUZVPYII",1
"primary","cembio","2_4","QVWAEZJXDYOKEH",16
"primary","cembio","2_4","TUHVEAJXIMEOSA",1
"primary","cembio","2_4","UDSFAEKRVUSQDD",11
"primary","cembio","2_4","UKFXDFUAPNAMPJ",3
"primary","cembio","2_4","UYUXSRADSPPKRZ",1
"primary","cembio","2_4","VOXXWSYKYCBWHO",3
"primary","cembio","2_4","WXUAQHNMJWJLTG",1
"primary","cembio","2_4","YFTGOBNOJKXZJC",1
"primary","cembio","2_4","YKBGVTZYEHREMT",4
"primary","cembio","2_4","ZHMMPVANGNPCBW",14
"primary","cembio","2_5","BEJNERDRQOWKJM",7
"primary","cembio","2_5","BHHGXPLMPWCGHP",1
"primary","cembio","2_5","BVQVLAIMHVDZEL",13
"primary","cembio","2_5","CLFRCXCBWIQVRN",7
"primary","cembio","2_5","DCXYFEDJOCDNAF",11
"primary","cembio","2_5","DVNYTAVYBRSTGK",15
"primary","cembio","2_5","FBZONXHGGPHHIY",1
"primary","cembio","2_5","FDGQSTZJBFJUBT",1
"primary","cembio","2_5","FJKROLUGYXJWQN",4
"primary","cembio","2_5","HMFHBZSHGGEWLO",2
"primary","cembio","2_5","IHYJTAOFMMMOPX",1
"primary","cembio","2_5","IJFXRHURBJZNAO",11
"primary","cembio","2_5","JLTDJTHDQAWBAV",14
"primary","cembio","2_5","JSJWCHRYRHKBBW",1
"primary","cembio","2_5","KTHDTJVBEPMMGL",10
"primary","cembio","2_5","LUSZGTFNYDARNI",16
"primary","cembio","2_5","MUBZPKHOEPUJKR",1
"primary","cembio","2_5","ODHCTXKNWHHXJC",1
"primary","cembio","2_5","OFCNXPDARWKPPY",8
"primary","cembio","2_5","OJUGVDODNPJEEC",5
"primary","cembio","2_5","PCSKKIUURRTAEM",1
"primary","cembio","2_5","PMMYEEVYMWASQN",1
"primary","cembio","2_5","PVNIIMVLHYAWGP",2
"primary","cembio","2_5","RADKZDMFGJYCBB",1
"primary","cembio","2_5","RBNPOMFGQQGHHO",1
"primary","cembio","2_5","RFMMMVDNIPUKGG",5
"primary","cembio","2_5","RGHNJXZEOKUKBD",1
"primary","cembio","2_5","RQEUFEKYXDPUSK",2
"primary","cembio","2_5","SIOXPEMLGUPBBT",1
"primary","cembio","2_5","SRBFZHDQGSBBOR",1
"primary","cembio","2_5","TWBYWOBDOCUKOW",2
"primary","cembio","2_5","TXXHDPDFNKHHGW",1
"primary","cembio","2_5","UBQKCCHYAOITMY",1
"primary","cembio","2_5","UFFBMTHBGFGIHF",1
"primary","cembio","2_5","UGQMRVRMYYASKQ",1
"primary","cembio","2_5","WBYWAXJHAXSJNI",5
"primary","cembio","2_5","YGSDEFSMJLZEOE",1
"primary","cembio","2_5","YMAWOPBAYDPSLA",1
"primary","cembio","2_5","ZGXJTSGNIOSYLO",1
"primary","cembio","2_5","ZRQXMKMBBMNNQC",5
"primary","cembio","2_6","AFENDNXGAFYKQO",1
"primary","cembio","2_6","ALRHLSYJTWAHJZ",3
"primary","cembio","2_6","BKAJNAXTPSGJCU",2
"primary","cembio","2_6","BSYNRYMUTXBXSQ",2
"primary","cembio","2_6","BWLBGMIXKSTLSX",2
"primary","cembio","2_6","DUHQIGLHYXLKAE",2
"primary","cembio","2_6","FCCDDURTIIUXBY",1
"primary","cembio","2_6","FSVCELGFZIQNCK",17
"primary","cembio","2_6","HNJBEVLQSNELDL",3
"primary","cembio","2_6","IYXGSMUGOJNHAZ",22
"primary","cembio","2_6","JDBGXEHEIRGOBU",1
"primary","cembio","2_6","JMOXSQYGVIXBBZ",2
"primary","cembio","2_6","JVQYSWDUAOAHFM",6
"primary","cembio","2_6","JVTAAEKCZFNVCJ",8
"primary","cembio","2_6","JYVXNLLUYHCIIH",2
"primary","cembio","2_6","KKADPXVIOXHVKN",1
"primary","cembio","2_6","KPGXRSRHYNQIFN",1
"primary","cembio","2_6","KVQGGLZHHFGHPU",18
"primary","cembio","2_6","KWIUHFFTVRNATP",1
"primary","cembio","2_6","KZSNJWFQEVHDMF",8
"primary","cembio","2_6","LPEKGGXMPWTOCB",10
"primary","cembio","2_6","MNQZXJOMYWMBOU",1
"primary","cembio","2_6","NRSCPTLHWVWLLH",7
"primary","cembio","2_6","PVNIIMVLHYAWGP",1
"primary","cembio","2_6","RXKJFZQQPQGTFL",4
"primary","cembio","2_6","SIOXPEMLGUPBBT",3
"primary","cembio","2_6","SNDPXSYFESPGGJ",4
"primary","cembio","2_6","SYEOWUNSTUDKGM",1
"primary","cembio","2_6","TWBYWOBDOCUKOW",1
"primary","cembio","2_6","UBORTCNDUKBEOP",1
"primary","cembio","2_6","UOBSVARXACCLLH",10
"primary","cembio","2_6","UTYVDVLMYQPLQB",1
"primary","cembio","2_6","UYTPUPDQBNUYGX",1
"primary","cembio","2_6","WHBMMWSBFZVSSR",15
"primary","cembio","2_6","WLJVNTCWHIRURA",4
"primary","cembio","2_6","YOEBAVRJHRCKRE",2
"primary","cembio","2_6","YSIKHBWUBSFBRZ",15
"primary","cembio","2_7","BTCSSZJGUNDROE",4
"primary","cembio","2_7","CCVYRRGZDBSHFU",2
"primary","cembio","2_7","CKOMXBHMKXXTNW",1
"primary","cembio","2_7","DRLFMBDRBRZALE",1
"primary","cembio","2_7","DUHQIGLHYXLKAE",1
"primary","cembio","2_7","FFDGPVCHZBVARC",5
"primary","cembio","2_7","FSASIHFSFGAIJM",2
"primary","cembio","2_7","FSYKKLYZXJSNPZ",3
"primary","cembio","2_7","FUOOLUPWFVMBKG",11
"primary","cembio","2_7","FVMDYYGIDFPZAX",1
"primary","cembio","2_7","HVRZYSHVZOELOH",19
"primary","cembio","2_7","HXACOUQIXZGNBF",1
"primary","cembio","2_7","HZAXFHJVJLSVMW",2
"primary","cembio","2_7","IJCKBIINTQEGLY",1
"primary","cembio","2_7","INCSQLZZXBPATR",1
"primary","cembio","2_7","IWYDHOAUDWTVEP",5
"primary","cembio","2_7","IYXGSMUGOJNHAZ",16
"primary","cembio","2_7","JDTWZSUNGHMMJM",1
"primary","cembio","2_7","KDYFGRWQOYBRFD",1
"primary","cembio","2_7","OIRDTQYFTABQOQ",1
"primary","cembio","2_7","OVRNDRQMDRJTHS",1
"primary","cembio","2_7","QCHPKSFMDHPSNR",3
"primary","cembio","2_7","QNAYBMKLOCPYGJ",2
"primary","cembio","2_7","QWCKQJZIFLGMSD",20
"primary","cembio","2_7","RADKZDMFGJYCBB",1
"primary","cembio","2_7","SYEOWUNSTUDKGM",7
"primary","cembio","2_7","UCMIRNVEIXFBKS",1
"primary","cembio","2_7","UFAHZIUFPNSHSL",1
"primary","cembio","2_7","UZCXPYDBYUEZCV",1
"primary","cembio","2_7","UZTFMUBKZQVKLK",1
"primary","cembio","2_7","WXNXCEHXYPACJF",2
"primary","cembio","2_7","XQXPVVBIMDBYFF",3
"primary","cembio","2_7","YKBGVTZYEHREMT",3
"primary","cembio","2_7","YPTJKHVBDCRKNF",8
"primary","cembio","2_7","YTFVRYKNXDADBI",23
"primary","cembio","2_7","ZIYVHBGGAOATLY",4
"primary","cembio","2_8","ALRHLSYJTWAHJZ",7
"primary","cembio","2_8","BTCSSZJGUNDROE",18
"primary","cembio","2_8","CCVYRRGZDBSHFU",2
"primary","cembio","2_8","DUHQIGLHYXLKAE",4
"primary","cembio","2_8","FFDGPVCHZBVARC",3
"primary","cembio","2_8","FUOOLUPWFVMBKG",8
"primary","cembio","2_8","FVMDYYGIDFPZAX",1
"primary","cembio","2_8","HZAXFHJVJLSVMW",1
"primary","cembio","2_8","IJCKBIINTQEGLY",35
"primary","cembio","2_8","INCSQLZZXBPATR",32
"primary","cembio","2_8","IWYDHOAUDWTVEP",9
"primary","cembio","2_8","IYXGSMUGOJNHAZ",12
"primary","cembio","2_8","JDTWZSUNGHMMJM",1
"primary","cembio","2_8","JVTAAEKCZFNVCJ",1
"primary","cembio","2_8","KDYFGRWQOYBRFD",1
"primary","cembio","2_8","LTFHNKUKQYVHDX",15
"primary","cembio","2_8","MNQZXJOMYWMBOU",5
"primary","cembio","2_8","OIRDTQYFTABQOQ",2
"primary","cembio","2_8","QCHPKSFMDHPSNR",1
"primary","cembio","2_8","QWCKQJZIFLGMSD",11
"primary","cembio","2_8","RADKZDMFGJYCBB",5
"primary","cembio","2_8","RXKJFZQQPQGTFL",10
"primary","cembio","2_8","SYEOWUNSTUDKGM",9
"primary","cembio","2_8","UFAHZIUFPNSHSL",3
"primary","cembio","2_8","UZCXPYDBYUEZCV",2
"primary","cembio","2_8","UZTFMUBKZQVKLK",16
"primary","cembio","2_8","WLDWSGZHNBANIO",22
"primary","cembio","2_8","WLJVNTCWHIRURA",8
"primary","cembio","2_8","WXNXCEHXYPACJF",2
"primary","cembio","2_8","XQXPVVBIMDBYFF",5
"primary","cembio","2_8","YKBGVTZYEHREMT",3
"primary","cembio","2_8","ZFRKQXVRDFCRJG",19
"primary","cembio","2_8","ZIYVHBGGAOATLY",16
"primary","cembio","2_9","AGPKZVBTJJNPAG",1
"primary","cembio","2_9","ALRHLSYJTWAHJZ",8
"primary","cembio","2_9","CFFZDZCDUFSOFZ",1
"primary","cembio","2_9","CGQCWMIAEPEHNQ",1
"primary","cembio","2_9","DBZAKQWXICEWNW",16
"primary","cembio","2_9","DFPAKSUCGFBDDF",1
"primary","cembio","2_9","IGMNYECMUMZDDF",1
"primary","cembio","2_9","INGSNVSERUZOAK",1
"primary","cembio","2_9","JMSVCTWVEWCHDZ",11
"primary","cembio","2_9","JVTAAEKCZFNVCJ",1
"primary","cembio","2_9","KZNQNBZMBZJQJO",1
"primary","cembio","2_9","LTFHNKUKQYVHDX",8
"primary","cembio","2_9","LVRFTAZAXQPQHI",10
"primary","cembio","2_9","LXNHXLLTXMVWPM",1
"primary","cembio","2_9","MJVAVZPDRWSRRC",13
"primary","cembio","2_9","MNQZXJOMYWMBOU",2
"primary","cembio","2_9","MWOOGOJBHIARFG",11
"primary","cembio","2_9","ONIBWKKTOPOVIA",1
"primary","cembio","2_9","OQOCQBJWOCRPQY",1
"primary","cembio","2_9","PECYZEOJVXMISF",1
"primary","cembio","2_9","PKLPQOJFHFGVBS",11
"primary","cembio","2_9","PRJKNHOMHKJCEJ",4
"primary","cembio","2_9","PVNIIMVLHYAWGP",1
"primary","cembio","2_9","QAFBDRSXXHEXGB",3
"primary","cembio","2_9","QYPPJABKJHAVHS",1
"primary","cembio","2_9","ROHFNLRQFUQHCH",1
"primary","cembio","2_9","RWQNBRDOKXIBIV",1
"primary","cembio","2_9","RXKJFZQQPQGTFL",8
"primary","cembio","2_9","SFLSHLFXELFNJZ",1
"primary","cembio","2_9","SIOXPEMLGUPBBT",1
"primary","cembio","2_9","TWBYWOBDOCUKOW",1
"primary","cembio","2_9","UFIVEPVSAGBUSI",1
"primary","cembio","2_9","VZCYOOQTPOCHFL",1
"primary","cembio","2_9","XOAAWQZATWQOTB",1
"primary","cembio","2_9","XUYPXLNMDZIRQH",1
"primary","cembio","2_9","YHXHKYRQLYQUIH",14
"primary","cembio","3_1","FJLGEFLZQAZZCD",1
"primary","cembio","3_1","LWBHHRRTOZQPDM",1
"primary","cembio","3_1","NIJJYAXOARWZEE",2
"primary","cembio","3_1","OBETXYAYXDNJHR",8
"primary","cembio","3_1","XUIIKFGFIJCVMT",1
"primary","cembio","3_2","AWDRATDZQPNJFN",2
"primary","cembio","3_2","BHQCQFFYRZLCQQ",1
"primary","cembio","3_2","BHTRKEVKTKCXOH",1
"primary","cembio","3_2","DGABKXLVXPYZII",10
"primary","cembio","3_2","IPCSVZSSVZVIGE",1
"primary","cembio","3_2","KXGVEGMKQFWNSR",3
"primary","cembio","3_2","NCYCYZXNIZJOKI",1
"primary","cembio","3_2","NYOXRYYXRWJDKP",2
"primary","cembio","3_2","QQHJDPROMQRDLA",2
"primary","cembio","3_2","QYSXJUFSXHHAJI",8
"primary","cembio","3_2","RUDATBOHQWOJDD",1
"primary","cembio","3_2","UCTLRSWJYQTBFZ",9
"primary","cembio","3_2","VBICKXHEKHSIBG",6
"primary","cembio","3_2","WBWWGRHZICKQGZ",1
"primary","cembio","3_2","WZKXBGJNNCGHIC",1
"primary","cembio","3_3","AGBQKNBQESQNJD",4
"primary","cembio","3_3","BPYKTIZUTYGOLE",1
"primary","cembio","3_3","DGABKXLVXPYZII",6
"primary","cembio","3_3","GOEMGAFJFRBGGG",7
"primary","cembio","3_3","JKRDADVRIYVCCY",5
"primary","cembio","3_3","KXGVEGMKQFWNSR",3
"primary","cembio","3_3","RJKFOVLPORLFTN",1
"primary","cembio","3_3","RUDATBOHQWOJDD",1
"primary","hmgu","1_1","ACWBBAGYTKWBCD",4
"primary","hmgu","1_1","ASWBNKHCZGQVJV",1
"primary","hmgu","1_1","AYFVYJQAPQTCCC",10
"primary","hmgu","1_1","BBZCPUCZKLTAJQ",1
"primary","hmgu","1_1","BDJRBEYXGGNYIS",1
"primary","hmgu","1_1","BPYKTIZUTYGOLE",5
"primary","hmgu","1_1","CAHKINHBCWCHCF",2
"primary","hmgu","1_1","CQOVPNPJLQNMDC",1
"primary","hmgu","1_1","CZMRCDWAGMRECN",7
"primary","hmgu","1_1","DCWXELXMIBXGTH",1
"primary","hmgu","1_1","DJJCXFVJDGTHFX",1
"primary","hmgu","1_1","DKEXFJVMVGETOO",5
"primary","hmgu","1_1","DOIRQSBPFJWKBE",5
"primary","hmgu","1_1","DTERQYGMUDWYAZ",1
"primary","hmgu","1_1","FBUKVWPVBMHYJY",8
"primary","hmgu","1_1","FFFHZYDWPBMWHY",1
"primary","hmgu","1_1","FOIPWTMKYXWFGC",1
"primary","hmgu","1_1","GBKGJMYPQZODMI",3
"primary","hmgu","1_1","GFFGJBXGBJISGV",1
"primary","hmgu","1_1","GHCZAUBVMUEKKP",1
"primary","hmgu","1_1","GOKKOFHHJFGZHW",4
"primary","hmgu","1_1","GUBGYTABKSRVRQ",1
"primary","hmgu","1_1","GYCKQBWUSACYIF",2
"primary","hmgu","1_1","HDTRYLNUVZCQOY",3
"primary","hmgu","1_1","HNDVDQJCIGZPNO",1
"primary","hmgu","1_1","HQHCYKULIHKCEB",17
"primary","hmgu","1_1","HXEACLLIILLPRG",1
"primary","hmgu","1_1","HXFOXFJUNFFYMO",1
"primary","hmgu","1_1","IAVREABSGIHHMO",11
"primary","hmgu","1_1","IDIDJDIHTAOVLG",3
"primary","hmgu","1_1","IERHLVCPSMICTF",1
"primary","hmgu","1_1","IPCSVZSSVZVIGE",1
"primary","hmgu","1_1","IWDCLRJOBJJRNH",1
"primary","hmgu","1_1","JCQLYHFGKNRPGE",7
"primary","hmgu","1_1","JLTDJTHDQAWBAV",1
"primary","hmgu","1_1","JOXIMZWYDAKGHI",1
"primary","hmgu","1_1","JYPHNHPXFNEZBR",4
"primary","hmgu","1_1","JZKXXXDKRQWDET",2
"primary","hmgu","1_1","KDXKERNSBIXSRK",1
"primary","hmgu","1_1","KKSDGJDHHZEWEP",4
"primary","hmgu","1_1","KMAKOBLIOCQGJP",20
"primary","hmgu","1_1","KNTFCRCCPLEUQZ",9
"primary","hmgu","1_1","KRKNYBCHXYNGOX",1
"primary","hmgu","1_1","KZSNJWFQEVHDMF",1
"primary","hmgu","1_1","LDCYZAJDBXYCGN",1
"primary","hmgu","1_1","LEGGANXCVQPIAI",10
"primary","hmgu","1_1","MOTZDAYCYVMXPC",1
"primary","hmgu","1_1","NEUSVAOJNUQRTM",2
"primary","hmgu","1_1","NGSWKAQJJWESNS",1
"primary","hmgu","1_1","NYHBQMYGNKIUIF",1
"primary","hmgu","1_1","ODBLHEXUDAPZAU",2
"primary","hmgu","1_1","OLNJUISKUQQNIM",9
"primary","hmgu","1_1","OSMAJVWUIUORGC",9
"primary","hmgu","1_1","OTCCIMWXFLJLIA",1
"primary","hmgu","1_1","OUYCCCASQSFEME",1
"primary","hmgu","1_1","OVRNDRQMDRJTHS",1
"primary","hmgu","1_1","PCDQPRRSZKQHHS",1
"primary","hmgu","1_1","PMZDQRJGMBOQBF",2
"primary","hmgu","1_1","PVXPPJIGRGXGCY",5
"primary","hmgu","1_1","PWKSKIMOESPYIA",1
"primary","hmgu","1_1","PYGXAGIECVVIOZ",1
"primary","hmgu","1_1","QRMZSPFSDQBLIX",11
"primary","hmgu","1_1","QWVGKYWNOKOFNN",3
"primary","hmgu","1_1","RADKZDMFGJYCBB",1
"primary","hmgu","1_1","RDOXTESZEPMUJZ",11
"primary","hmgu","1_1","RGHHSNMVTDWUBI",1
"primary","hmgu","1_1","RHGKLRLOHDJJDR",1
"primary","hmgu","1_1","RLSSMJSEOOYNOY",2
"primary","hmgu","1_1","RQFCJASXJCIDSX",1
"primary","hmgu","1_1","RSTKLPZEZYGQPY",4
"primary","hmgu","1_1","RWSXRVCMGQZWBV",1
"primary","hmgu","1_1","SIKJAQJRHWYJAI",1
"primary","hmgu","1_1","SMQUZDBALVYZAC",7
"primary","hmgu","1_1","SNDPXSYFESPGGJ",10
"primary","hmgu","1_1","TUHVEAJXIMEOSA",14
"primary","hmgu","1_1","TYEYBOSBBBHJIV",18
"primary","hmgu","1_1","UFFBMTHBGFGIHF",10
"primary","hmgu","1_1","UIERETOOQGIECD",3
"primary","hmgu","1_1","UKAUYVFTDYCKQA",1
"primary","hmgu","1_1","UYTPUPDQBNUYGX",1
"primary","hmgu","1_1","VEYYWZRYIYDQJM",1
"primary","hmgu","1_1","VZIRCHXYMBFNFD",2
"primary","hmgu","1_1","WPYMKLBDIGXBTP",17
"primary","hmgu","1_1","WRMNZCZEMHIOCP",16
"primary","hmgu","1_1","WVDDGKGOMKODPV",1
"primary","hmgu","1_1","WVULKSPCQVQLCU",3
"primary","hmgu","1_1","XHMJOUIAFHJHBW",1
"primary","hmgu","1_1","XKUKSGPZAADMRA",1
"primary","hmgu","1_1","XUJNEKJLAYXESH",1
"primary","hmgu","1_1","YPZRWBKMTBYPTK",1
"primary","hmgu","1_1","YYPNJNDODFVZLE",16
"primary","hmgu","1_1","ZBCBWPMODOFKDW",1
"primary","hmgu","1_1","ZOAMBXDOGPRZLP",7
"primary","hmgu","1_1","ZTVZLYBCZNMWCF",1
"primary","hmgu","1_2","AEFLONBTGZFSGQ",3
"primary","hmgu","1_2","AIONOLUJZLIMTK",1
"primary","hmgu","1_2","ASWBNKHCZGQVJV",2
"primary","hmgu","1_2","BBZCPUCZKLTAJQ",8
"primary","hmgu","1_2","BDJRBEYXGGNYIS",1
"primary","hmgu","1_2","BHHGXPLMPWCGHP",12
"primary","hmgu","1_2","BJJQJLOZWBZEGA",10
"primary","hmgu","1_2","BKAYIFDRRZZKNF",1
