"pass","lab","mix","inchikey_2d","rank"
"richest","hmgu","2_6","IJCKBIINTQEGLY",1
"richest","hmgu","2_6","INCSQLZZXBPATR",7
"richest","hmgu","2_6","IPCSVZSSVZVIGE",1
"richest","hmgu","2_6","IWDCLRJOBJJRNH",3
"richest","hmgu","2_6","IYXGSMUGOJNHAZ",18
"richest","hmgu","2_6","JARKCYVAAOWBJS",12
"richest","hmgu","2_6","JCQLYHFGKNRPGE",14
"richest","hmgu","2_6","JDTWZSUNGHMMJM",1
"richest","hmgu","2_6","JFLIEFSWGNOPJJ",10
"richest","hmgu","2_6","JLTDJTHDQAWBAV",1
"richest","hmgu","2_6","KDCGOANMDULRCW",1
"richest","hmgu","2_6","KDYFGRWQOYBRFD",1
"richest","hmgu","2_6","KKSDGJDHHZEWEP",13
"richest","hmgu","2_6","KKVZAVRSVHUSPL",10
"richest","hmgu","2_6","KTHADMDGDNYQRX",11
"richest","hmgu","2_6","LEGPZHPSIPPYIO",19
"richest","hmgu","2_6","LRQKBLKVPFOOQJ",4
"richest","hmgu","2_6","LUYISICIYVKBTA",9
"richest","hmgu","2_6","NEUSVAOJNUQRTM",2
"richest","hmgu","2_6","OIRDTQYFTABQOQ",1
"richest","hmgu","2_6","OLNJUISKUQQNIM",19
"richest","hmgu","2_6","OOCCDEMITAIZTP",16
"richest","hmgu","2_6","OPTASPLRGRRNAP",1
"richest","hmgu","2_6","OSMAJVWUIUORGC",15
"richest","hmgu","2_6","OVRNDRQMDRJTHS",1
"richest","hmgu","2_6","PHIQHXFUZVPYII",1
"richest","hmgu","2_6","PLIKAWJENQZMHA",1
"richest","hmgu","2_6","PMZDQRJGMBOQBF",10
"richest","hmgu","2_6","PYGXAGIECVVIOZ",1
"richest","hmgu","2_6","QCHPKSFMDHPSNR",5
"richest","hmgu","2_6","QIRNGVVZBINFMX",5
"richest","hmgu","2_6","QNAYBMKLOCPYGJ",4
"richest","hmgu","2_6","QQHJDPROMQRDLA",14
"richest","hmgu","2_6","QRMZSPFSDQBLIX",18
"richest","hmgu","2_6","QWVGKYWNOKOFNN",2
"richest","hmgu","2_6","RDHQFKQIGNGIED",1
"richest","hmgu","2_6","RDOXTESZEPMUJZ",14
"richest","hmgu","2_6","RGHHSNMVTDWUBI",3
"richest","hmgu","2_6","RINCXYDBBGOEEQ",1
"richest","hmgu","2_6","RLSSMJSEOOYNOY",1
"richest","hmgu","2_6","ROHFNLRQFUQHCH",2
"richest","hmgu","2_6","RULSWEULPANCDV",2
"richest","hmgu","2_6","SIKJAQJRHWYJAI",1
"richest","hmgu","2_6","SMQUZDBALVYZAC",6
"richest","hmgu","2_6","SMWDFEZZVXVKRB",3
"richest","hmgu","2_6","SULYEHHGGXARJS",8
"richest","hmgu","2_6","UCMIRNVEIXFBKS",1
"richest","hmgu","2_6","UCQUAMAQHHEXGD",10
"richest","hmgu","2_6","UFAHZIUFPNSHSL",1
"richest","hmgu","2_6","UFFBMTHBGFGIHF",8
"richest","hmgu","2_6","UGQMRVRMYYASKQ",17
"richest","hmgu","2_6","UZCXPYDBYUEZCV",1
"richest","hmgu","2_6","UZTFMUBKZQVKLK",1
"richest","hmgu","2_6","VVIAGPKUTFNRDU",4
"richest","hmgu","2_6","VZIRCHXYMBFNFD",8
"richest","hmgu","2_6","WIGIZIANZCJQQY",1
"richest","hmgu","2_6","WLDWSGZHNBANIO",6
"richest","hmgu","2_6","WLJVNTCWHIRURA",9
"richest","hmgu","2_6","WPYMKLBDIGXBTP",10
"richest","hmgu","2_6","WRMNZCZEMHIOCP",40
"richest","hmgu","2_6","WVDDGKGOMKODPV",5
"richest","hmgu","2_6","WVULKSPCQVQLCU",32
"richest","hmgu","2_6","WXNXCEHXYPACJF",1
"richest","hmgu","2_6","XKUKSGPZAADMRA",4
"richest","hmgu","2_6","XQCZBXHVTFVIFE",2
"richest","hmgu","2_6","YBJHBAHKTGYVGT",4
"richest","hmgu","2_6","YKBGVTZYEHREMT",3
"richest","hmgu","2_6","YPTJKHVBDCRKNF",2
"richest","hmgu","2_6","YTFVRYKNXDADBI",1
"richest","hmgu","2_6","ZFBNNSOJNZBLLS",34
"richest","hmgu","2_6","ZIYVHBGGAOATLY",3
"richest","hmgu","2_6","ZYGHJZDHTFUPRJ",1
"richest","hmgu","2_7","AGPKZVBTJJNPAG",1
"richest","hmgu","2_7","ASWBNKHCZGQVJV",1
"richest","hmgu","2_7","AUYYCJSJGJYCDS",1
"richest","hmgu","2_7","AVFZOVWCLRSYKC",12
"richest","hmgu","2_7","BDJRBEYXGGNYIS",1
"richest","hmgu","2_7","BJEPYKJPYRNKOW",1
"richest","hmgu","2_7","BRRSNXCXLSVPFC",14
"richest","hmgu","2_7","BVWTXUYLKBHMOX",16
"richest","hmgu","2_7","CDAISMWEOUEBRE",6
"richest","hmgu","2_7","CFFZDZCDUFSOFZ",1
"richest","hmgu","2_7","CKTSBUTUHBMZGZ",1
"richest","hmgu","2_7","CQRYARSYNCAZFO",8
"richest","hmgu","2_7","DAUAQNGYDSHRET",14
"richest","hmgu","2_7","DOIRQSBPFJWKBE",6
"richest","hmgu","2_7","DTOSIQBPPRVQHS",14
"richest","hmgu","2_7","DTUQWGWMVIHBKE",3
"richest","hmgu","2_7","DXNCZXXFRKPEPY",1
"richest","hmgu","2_7","FBTSQILOGYXGMD",1
"richest","hmgu","2_7","FSVCELGFZIQNCK",1
"richest","hmgu","2_7","FXLOVSHXALFLKQ",1
"richest","hmgu","2_7","GJAWHXHKYYXBSV",16
"richest","hmgu","2_7","GYCKQBWUSACYIF",3
"richest","hmgu","2_7","HQHCYKULIHKCEB",18
"richest","hmgu","2_7","IAVREABSGIHHMO",1
"richest","hmgu","2_7","IGMNYECMUMZDDF",2
"richest","hmgu","2_7","IHCCAYCGZOLTEU",12
"richest","hmgu","2_7","IPCSVZSSVZVIGE",1
"richest","hmgu","2_7","IQFYYKKMVGJFEH",1
"richest","hmgu","2_7","JYPHNHPXFNEZBR",4
"richest","hmgu","2_7","JZKXXXDKRQWDET",2
"richest","hmgu","2_7","KCDXJAYRVLXPFO",19
"richest","hmgu","2_7","KKSDGJDHHZEWEP",3
"richest","hmgu","2_7","KRKNYBCHXYNGOX",1
"richest","hmgu","2_7","KWOLFJPFCHCOCG",8
"richest","hmgu","2_7","LKDRXBCSQODPBY",5
"richest","hmgu","2_7","LNTHITQWFMADLM",17
"richest","hmgu","2_7","LRQKBLKVPFOOQJ",5
"richest","hmgu","2_7","MMKRHZKQPFCLLS",16
"richest","hmgu","2_7","MOTZDAYCYVMXPC",1
"richest","hmgu","2_7","NEUSVAOJNUQRTM",2
"richest","hmgu","2_7","NGSWKAQJJWESNS",1
"richest","hmgu","2_7","NYPYHUZRZVSYKL",1
"richest","hmgu","2_7","ODBLHEXUDAPZAU",2
"richest","hmgu","2_7","OKVJCVWFVRATSG",1
"richest","hmgu","2_7","OPTASPLRGRRNAP",1
"richest","hmgu","2_7","OUYCCCASQSFEME",1
"richest","hmgu","2_7","PYGXAGIECVVIOZ",1
"richest","hmgu","2_7","QEVHRUUCFGRFIF",1
"richest","hmgu","2_7","QRMZSPFSDQBLIX",1
"richest","hmgu","2_7","RFSUNEUAIZKAJO",9
"richest","hmgu","2_7","RGHHSNMVTDWUBI",1
"richest","hmgu","2_7","ROHFNLRQFUQHCH",3
"richest","hmgu","2_7","RWQNBRDOKXIBIV",1
"richest","hmgu","2_7","SHZGCJCMOBCMKK",1
"richest","hmgu","2_7","SIKJAQJRHWYJAI",1
"richest","hmgu","2_7","SMNDYUVBFMFKNZ",15
"richest","hmgu","2_7","SMQUZDBALVYZAC",5
"richest","hmgu","2_7","SOYKEARSMXGVTM",1
"richest","hmgu","2_7","SUMDYPCJJOFFON",1
"richest","hmgu","2_7","TUHVEAJXIMEOSA",10
"richest","hmgu","2_7","UQTZMGFTRHFAAM",1
"richest","hmgu","2_7","VRYALKFFQXWPIH",12
"richest","hmgu","2_7","VZIRCHXYMBFNFD",2
"richest","hmgu","2_7","WJJMNDUMQPNECX",13
"richest","hmgu","2_7","WPYMKLBDIGXBTP",1
"richest","hmgu","2_7","WQZGKKKJIJFFOK",4
"richest","hmgu","2_7","WRMNZCZEMHIOCP",19
"richest","hmgu","2_7","XKUKSGPZAADMRA",9
"richest","hmgu","2_7","XLTJXJJMUFDQEZ",16
"richest","hmgu","2_7","XQCZBXHVTFVIFE",2
"richest","hmgu","2_7","XUIIKFGFIJCVMT",1
"richest","hmgu","2_7","YHXHKYRQLYQUIH",11
"richest","hmgu","2_7","ZBCATMYQYDCTIZ",2
"richest","hmgu","2_7","ZHSOTLOTTDYIIK",1
"richest","hmgu","2_7","ZYGHJZDHTFUPRJ",2
"richest","hmgu","2_8","AGPKZVBTJJNPAG",1
"richest","hmgu","2_8","ALHUZKCOMYUFRB",3
"richest","hmgu","2_8","ALRHLSYJTWAHJZ",15
"richest","hmgu","2_8","ASWBNKHCZGQVJV",1
"richest","hmgu","2_8","BDJRBEYXGGNYIS",1
"richest","hmgu","2_8","BJJQJLOZWBZEGA",11
"richest","hmgu","2_8","CFFZDZCDUFSOFZ",2
"richest","hmgu","2_8","CQRYARSYNCAZFO",7
"richest","hmgu","2_8","DKNWSYNQZKUICI",9
"richest","hmgu","2_8","DOIRQSBPFJWKBE",5
"richest","hmgu","2_8","DOOTYTYQINUNNV",1
"richest","hmgu","2_8","FEWJPZIEWOKRBE",1
"richest","hmgu","2_8","FFEARJCKVFRZRR",1
"richest","hmgu","2_8","GHCZAUBVMUEKKP",1
"richest","hmgu","2_8","HQHCYKULIHKCEB",14
"richest","hmgu","2_8","IAVREABSGIHHMO",1
"richest","hmgu","2_8","IGMNYECMUMZDDF",1
"richest","hmgu","2_8","IIGNZLVHOZEOPV",11
"richest","hmgu","2_8","INGSNVSERUZOAK",1
"richest","hmgu","2_8","IPCSVZSSVZVIGE",3
"richest","hmgu","2_8","IWDCLRJOBJJRNH",13
"richest","hmgu","2_8","IZZIWIAOVZOBLF",5
"richest","hmgu","2_8","JDTWZSUNGHMMJM",3
"richest","hmgu","2_8","JLTDJTHDQAWBAV",1
"richest","hmgu","2_8","JVTAAEKCZFNVCJ",1
"richest","hmgu","2_8","JVTZFYYHCGSXJV",6
"richest","hmgu","2_8","JYPHNHPXFNEZBR",15
"richest","hmgu","2_8","JZKXXXDKRQWDET",2
"richest","hmgu","2_8","KKSDGJDHHZEWEP",12
"richest","hmgu","2_8","KRKNYBCHXYNGOX",1
"richest","hmgu","2_8","KZNQNBZMBZJQJO",1
"richest","hmgu","2_8","LHGVFZTZFXWLCP",1
"richest","hmgu","2_8","LRQKBLKVPFOOQJ",4
"richest","hmgu","2_8","LTFHNKUKQYVHDX",7
"richest","hmgu","2_8","LUCHPKXVUGJYGU",25
"richest","hmgu","2_8","LXNHXLLTXMVWPM",9
"richest","hmgu","2_8","MBIZFBDREVRUHY",1
"richest","hmgu","2_8","MNQZXJOMYWMBOU",3
"richest","hmgu","2_8","MOTZDAYCYVMXPC",1
"richest","hmgu","2_8","MWOOGOJBHIARFG",1
"richest","hmgu","2_8","NEUSVAOJNUQRTM",2
"richest","hmgu","2_8","NGSWKAQJJWESNS",14
"richest","hmgu","2_8","NIDVTARKFBZMOT",22
"richest","hmgu","2_8","ODBLHEXUDAPZAU",2
"richest","hmgu","2_8","OJUGVDODNPJEEC",3
"richest","hmgu","2_8","OKVJCVWFVRATSG",3
"richest","hmgu","2_8","OUYCCCASQSFEME",14
"richest","hmgu","2_8","OVBPIULPVIDEAO",1
"richest","hmgu","2_8","PSQYTAPXSHCGMF",18
"richest","hmgu","2_8","PVNIIMVLHYAWGP",1
"richest","hmgu","2_8","PYGXAGIECVVIOZ",1
"richest","hmgu","2_8","QEVHRUUCFGRFIF",2
"richest","hmgu","2_8","QRMZSPFSDQBLIX",4
"richest","hmgu","2_8","QWVGKYWNOKOFNN",15
"richest","hmgu","2_8","QYPPJABKJHAVHS",1
"richest","hmgu","2_8","RDOXTESZEPMUJZ",16
"richest","hmgu","2_8","RGHHSNMVTDWUBI",1
"richest","hmgu","2_8","RLSSMJSEOOYNOY",12
"richest","hmgu","2_8","ROHFNLRQFUQHCH",1
"richest","hmgu","2_8","RWQNBRDOKXIBIV",1
"richest","hmgu","2_8","RXKJFZQQPQGTFL",9
"richest","hmgu","2_8","SFLSHLFXELFNJZ",1
"richest","hmgu","2_8","SIKJAQJRHWYJAI",1
"richest","hmgu","2_8","SIOXPEMLGUPBBT",3
"richest","hmgu","2_8","SMQUZDBALVYZAC",2
"richest","hmgu","2_8","TWBYWOBDOCUKOW",2
"richest","hmgu","2_8","UFFBMTHBGFGIHF",9
"richest","hmgu","2_8","UFIVEPVSAGBUSI",1
"richest","hmgu","2_8","UYWQUFXKFGHYNT",10
"richest","hmgu","2_8","VZIRCHXYMBFNFD",4
"richest","hmgu","2_8","WPYMKLBDIGXBTP",1
"richest","hmgu","2_8","WRMNZCZEMHIOCP",18
"richest","hmgu","2_8","WUADCCWRTIWANL",2
"richest","hmgu","2_8","WVDDGKGOMKODPV",14
"richest","hmgu","2_8","WVULKSPCQVQLCU",2
"richest","hmgu","2_8","WXNXCEHXYPACJF",1
"richest","hmgu","2_8","XKUKSGPZAADMRA",12
"richest","hmgu","2_8","XOAAWQZATWQOTB",1
"richest","hmgu","2_8","XUYPXLNMDZIRQH",1
"richest","hmgu","2_8","YCCILVSKPBXVIP",6
"richest","hmgu","2_8","YFTGOBNOJKXZJC",5
"richest","hmgu","2_8","YHXHKYRQLYQUIH",9
"richest","hmgu","2_8","ZBCATMYQYDCTIZ",1
"richest","hmgu","2_8","ZBCBWPMODOFKDW",1
"richest","hmgu","2_8","ZHSOTLOTTDYIIK",1
"richest","hmgu","2_8","ZRSNZINYAWTAHE",4
"richest","hmgu","2_8","ZWLPBLYKEWSWPD",17
"richest","hmgu","2_9","AEFLONBTGZFSGQ",4
"richest","hmgu","2_9","AEMOLEFTQBMNLQ",4
"richest","hmgu","2_9","ASWBNKHCZGQVJV",1
"richest","hmgu","2_9","BDJRBEYXGGNYIS",1
"richest","hmgu","2_9","BJJQJLOZWBZEGA",6
"richest","hmgu","2_9","CDOSHBSSFJOMGT",6
"richest","hmgu","2_9","CIWBSHSKHKDKBQ",15
"richest","hmgu","2_9","CZMRCDWAGMRECN",1
"richest","hmgu","2_9","DIVQKHQLANKJQO",1
"richest","hmgu","2_9","DTOSIQBPPRVQHS",15
"richest","hmgu","2_9","DUUGKQCEGZLZNO",1
"richest","hmgu","2_9","FBZONXHGGPHHIY",2
"richest","hmgu","2_9","GBKGJMYPQZODMI",4
"richest","hmgu","2_9","GJAWHXHKYYXBSV",1
"richest","hmgu","2_9","GLZPCOQZEFWAFX",7
"richest","hmgu","2_9","GUBGYTABKSRVRQ",8
"richest","hmgu","2_9","GYCKQBWUSACYIF",6
"richest","hmgu","2_9","HCUARRIEZVDMPT",13
"richest","hmgu","2_9","HCZHHEIFKROPDY",8
"richest","hmgu","2_9","HDTRYLNUVZCQOY",4
"richest","hmgu","2_9","HLKXYZVTANABHZ",3
"richest","hmgu","2_9","HXEACLLIILLPRG",4
"richest","hmgu","2_9","IAVREABSGIHHMO",12
"richest","hmgu","2_9","IPBVNPXQWQGGJP",4
"richest","hmgu","2_9","IPCSVZSSVZVIGE",1
"richest","hmgu","2_9","ISAKRJDGNUQOIC",1
"richest","hmgu","2_9","IVYPNXXAYMYVSP",1
"richest","hmgu","2_9","JCQLYHFGKNRPGE",2
"richest","hmgu","2_9","JLTDJTHDQAWBAV",1
"richest","hmgu","2_9","KKSDGJDHHZEWEP",16
"richest","hmgu","2_9","KMAKOBLIOCQGJP",6
"richest","hmgu","2_9","KQTIIICEAUMSDG",18
"richest","hmgu","2_9","KRKNYBCHXYNGOX",1
"richest","hmgu","2_9","KSMRODHGGIIXDV",1
"richest","hmgu","2_9","LEHOTFFKMJEONL",1
"richest","hmgu","2_9","LOIYMIARKYCTBW",1
"richest","hmgu","2_9","LVRFTAZAXQPQHI",1
"richest","hmgu","2_9","NEUSVAOJNUQRTM",2
"richest","hmgu","2_9","NGSWKAQJJWESNS",33
"richest","hmgu","2_9","NKOUWLLFHNBUDW",15
"richest","hmgu","2_9","ODBLHEXUDAPZAU",2
"richest","hmgu","2_9","OIRDTQYFTABQOQ",11
"richest","hmgu","2_9","OSMAJVWUIUORGC",15
"richest","hmgu","2_9","PKZJLOCLABXVMC",19
"richest","hmgu","2_9","PMMYEEVYMWASQN",1
"richest","hmgu","2_9","PMZDQRJGMBOQBF",25
"richest","hmgu","2_9","PSQYTAPXSHCGMF",19
"richest","hmgu","2_9","PVNIIMVLHYAWGP",1
"richest","hmgu","2_9","PVXPPJIGRGXGCY",5
"richest","hmgu","2_9","PYGXAGIECVVIOZ",1
"richest","hmgu","2_9","QQHJDPROMQRDLA",18
"richest","hmgu","2_9","QUKGYYKBILRGFE",6
"richest","hmgu","2_9","QYSXJUFSXHHAJI",8
"richest","hmgu","2_9","RADKZDMFGJYCBB",13
"richest","hmgu","2_9","RGHHSNMVTDWUBI",9
"richest","hmgu","2_9","SERLAGPUMNYUCK",3
"richest","hmgu","2_9","SIOXPEMLGUPBBT",2
"richest","hmgu","2_9","SMQUZDBALVYZAC",6
"richest","hmgu","2_9","TVIDDXQYHWJXFK",1
"richest","hmgu","2_9","TWBYWOBDOCUKOW",3
"richest","hmgu","2_9","UBQKCCHYAOITMY",4
"richest","hmgu","2_9","UCTLRSWJYQTBFZ",16
"richest","hmgu","2_9","UFFBMTHBGFGIHF",10
"richest","hmgu","2_9","UYUXSRADSPPKRZ",1
"richest","hmgu","2_9","VGONTNSXDCQUGY",28
"richest","hmgu","2_9","VQHSOMBJVWLPSR",2
"richest","hmgu","2_9","VZIRCHXYMBFNFD",1
"richest","hmgu","2_9","WJJMNDUMQPNECX",6
"richest","hmgu","2_9","WPYMKLBDIGXBTP",19
"richest","hmgu","2_9","XKUKSGPZAADMRA",25
"richest","hmgu","2_9","XNLICIUVMPYHGG",5
"richest","hmgu","2_9","XPCTZQVDEJYUGT",6
"richest","hmgu","2_9","YGHRJJRRZDOVPD",2
"richest","hmgu","2_9","YKBGVTZYEHREMT",5
"richest","hmgu","2_9","YRCWQPVGYLYSOX",18
"richest","hmgu","2_9","ZDXPYRJPNDTMRX",6
"richest","hmgu","2_9","ZGXJTSGNIOSYLO",9
"richest","hmgu","2_9","ZRQXMKMBBMNNQC",1
"richest","hmgu","2_9","ZRSNZINYAWTAHE",13
"richest","hmgu","2_9","ZWLPBLYKEWSWPD",9
"richest","icl","1_1","BDJRBEYXGGNYIS",2
"richest","icl","1_1","CQOVPNPJLQNMDC",2
"richest","icl","1_1","DJJCXFVJDGTHFX",1
"richest","icl","1_1","GFFGJBXGBJISGV",1
"richest","icl","1_1","JOXIMZWYDAKGHI",1
"richest","icl","1_1","LDCYZAJDBXYCGN",1
"richest","icl","1_1","MOTZDAYCYVMXPC",1
"richest","icl","1_1","PWKSKIMOESPYIA",2
"richest","icl","1_1","RQFCJASXJCIDSX",1
"richest","icl","1_1","RWSXRVCMGQZWBV",1
"richest","icl","1_2","BDJRBEYXGGNYIS",1
"richest","icl","1_2","FDGQSTZJBFJUBT",1
"richest","icl","1_2","JPIJQSOTBSSVTP",1
"richest","icl","1_2","KTHDTJVBEPMMGL",1
"richest","icl","1_2","NHTGHBARYWONDQ",9
"richest","icl","1_2","OFCNXPDARWKPPY",16
"richest","icl","1_2","OTCCIMWXFLJLIA",1
"richest","icl","1_2","OVBPIULPVIDEAO",1
"richest","icl","1_2","PMMYEEVYMWASQN",17
"richest","icl","1_2","QIVBCDIJIAJPQS",1
"richest","icl","1_2","RFMMMVDNIPUKGG",1
"richest","icl","1_3","HSCJRCZFDFQWRP",1
"richest","icl","1_3","NYHBQMYGNKIUIF",1
"richest","icl","1_3","ODKSFYDXXFIFQN",1
"richest","icl","1_3","RFMMMVDNIPUKGG",1
"richest","icl","1_3","WTDRDQBEARUVNC",1
"richest","icl","1_3","XCCTYIAWTASOJW",1
"richest","icl","1_4","AEFLONBTGZFSGQ",11
"richest","icl","1_4","CVSVTCORWBXHQV",1
"richest","icl","1_4","HSCJRCZFDFQWRP",1
"richest","icl","1_4","JFLIEFSWGNOPJJ",1
"richest","icl","1_4","KMXXSJLYVJEBHI",3
"richest","icl","1_4","KRKNYBCHXYNGOX",1
"richest","icl","1_4","LTFMZDNNPPEQNG",2
"richest","icl","1_4","MOTZDAYCYVMXPC",1
"richest","icl","1_4","NTNWOCRCBQPEKQ",3
"richest","icl","1_4","ODBLHEXUDAPZAU",2
"richest","icl","1_4","ODKSFYDXXFIFQN",9
"richest","icl","1_4","QUOGESRFPZDMMT",1
"richest","icl","1_4","UDMBCSSLTHHNCD",1
"richest","icl","1_4","VYAMLSCELQQRAE",8
"richest","icl","1_4","XTWYTFMLZFPYCI",1
"richest","icl","1_4","YPZRWBKMTBYPTK",1
"richest","icl","1_4","ZDXPYRJPNDTMRX",3
"richest","icl","1_5","CAHKINHBCWCHCF",1
"richest","icl","1_5","GSXOAOHZAIYLCY",15
"richest","icl","1_5","HXXFSFRBOHSIMQ",3
"richest","icl","1_5","JYPHNHPXFNEZBR",19
"richest","icl","1_5","JZKXXXDKRQWDET",1
"richest","icl","1_5","MOTZDAYCYVMXPC",1
"richest","icl","1_5","NBSCHQHZLSJFNQ",4
"richest","icl","1_5","ODKSFYDXXFIFQN",1
"richest","icl","1_5","OPTASPLRGRRNAP",15
"richest","icl","1_5","OUYCCCASQSFEME",4
"richest","icl","1_5","UHDGCWIWMRVCDJ",1
"richest","icl","1_5","XQCZBXHVTFVIFE",14
"richest","icl","1_5","XVOYSCVBGLVSOL",1
"richest","icl","1_6","ACWBBAGYTKWBCD",1
"richest","icl","1_6","DXNCZXXFRKPEPY",3
"richest","icl","1_6","FZWGECJQACGGTI",3
"richest","icl","1_6","MOTZDAYCYVMXPC",1
"richest","icl","1_6","SNEIUMQYRCDYCH",1
"richest","icl","1_6","VVIAGPKUTFNRDU",3
"richest","icl","2_1","BVQVLAIMHVDZEL",8
"richest","icl","2_1","COLNVLDHVKWLRT",1
"richest","icl","2_1","DVNYTAVYBRSTGK",1
"richest","icl","2_1","GBKGJMYPQZODMI",11
"richest","icl","2_1","IPBVNPXQWQGGJP",8
"richest","icl","2_1","JBCLFWXMTIKCCB",2
"richest","icl","2_1","NHZMQXZHNVQTQA",1
"richest","icl","2_1","WBYWAXJHAXSJNI",1
"richest","icl","2_10","FBTSQILOGYXGMD",1
"richest","icl","2_10","HXEACLLIILLPRG",1
"richest","icl","2_10","IHYJTAOFMMMOPX",17
"richest","icl","2_10","KJPRLNWUNMBNBZ",4
"richest","icl","2_10","LEHOTFFKMJEONL",1
"richest","icl","2_10","LOIYMIARKYCTBW",1
"richest","icl","2_10","LVRFTAZAXQPQHI",1
"richest","icl","2_10","PMMYEEVYMWASQN",1
"richest","icl","2_10","ZGXJTSGNIOSYLO",6
"richest","icl","2_10","ZRQXMKMBBMNNQC",1
"richest","icl","2_2","AUYYCJSJGJYCDS",1
"richest","icl","2_2","BVWTXUYLKBHMOX",15
"richest","icl","2_2","CBQJSKKFNMDLON",1
"richest","icl","2_2","DCXYFEDJOCDNAF",10
"richest","icl","2_2","DXNCZXXFRKPEPY",5
"richest","icl","2_2","HGINADPHJQTSKN",13
"richest","icl","2_2","JFCQEDHGNNZCLN",3
"richest","icl","2_2","JSJWCHRYRHKBBW",3
"richest","icl","2_2","KKSDGJDHHZEWEP",1
"richest","icl","2_2","NEUSVAOJNUQRTM",2
"richest","icl","2_2","NGSWKAQJJWESNS",3
"richest","icl","2_2","OMFXVFTZEKFJBZ",1
"richest","icl","2_2","QRMZSPFSDQBLIX",1
"richest","icl","2_2","UKFXDFUAPNAMPJ",1
"richest","icl","2_2","UQTZMGFTRHFAAM",1
"richest","icl","2_2","WXUAQHNMJWJLTG",2
"richest","icl","2_2","YBJHBAHKTGYVGT",1
"richest","icl","2_2","YMAWOPBAYDPSLA",13
"richest","icl","2_3","AEFLONBTGZFSGQ",1
"richest","icl","2_3","AXFYFNCPONWUHW",4
"richest","icl","2_3","BKBZFJRHYSCZQA",3
"richest","icl","2_3","BRRSNXCXLSVPFC",2
"richest","icl","2_3","DZTHIGRZJZPRDV",1
"richest","icl","2_3","HCUARRIEZVDMPT",14
"richest","icl","2_3","JDTWZSUNGHMMJM",2
"richest","icl","2_3","JFLIEFSWGNOPJJ",18
"richest","icl","2_3","KKEYFWRCBNTPAC",2
"richest","icl","2_3","LNTHITQWFMADLM",1
"richest","icl","2_3","MBIQENSCDNJOIY",2
"richest","icl","2_3","MVAWJSIDNICKHF",1
"richest","icl","2_3","NGEWQZIDQIYUNV",1
"richest","icl","2_3","ONFOSYPQQXJWGS",1
"richest","icl","2_3","QCDYQQDYXPDABM",3
"richest","icl","2_3","VGONTNSXDCQUGY",8
"richest","icl","2_3","WQGWDDDVZFFDIG",1
"richest","icl","2_3","WXNXCEHXYPACJF",1
"richest","icl","2_3","XNGIFLGASWRNHJ",3
"richest","icl","2_3","XPCTZQVDEJYUGT",13
"richest","icl","2_3","ZDXPYRJPNDTMRX",2
"richest","icl","2_4","ASWBNKHCZGQVJV",1
"richest","icl","2_4","HGINADPHJQTSKN",14
"richest","icl","2_4","JACRWUWPXAESPB",8
"richest","icl","2_4","JFCQEDHGNNZCLN",4
"richest","icl","2_4","JTEJPPKMYBDEMY",1
"richest","icl","2_4","LEGPZHPSIPPYIO",20
"richest","icl","2_4","LJUQGASMPRMWIW",1
"richest","icl","2_4","NMHMNPHRMNGLLB",19
"richest","icl","2_4","ODKSFYDXXFIFQN",33
"richest","icl","2_4","PHIQHXFUZVPYII",1
"richest","icl","2_4","SIKJAQJRHWYJAI",2
"richest","icl","2_4","TUHVEAJXIMEOSA",3
"richest","icl","2_4","UKFXDFUAPNAMPJ",1
"richest","icl","2_4","VOXXWSYKYCBWHO",6
"richest","icl","2_4","WXUAQHNMJWJLTG",2
"richest","icl","2_4","YFTGOBNOJKXZJC",3
"richest","icl","2_4","ZHMMPVANGNPCBW",1
"richest","icl","2_5","BEJNERDRQOWKJM",10
"richest","icl","2_5","BVQVLAIMHVDZEL",12
"richest","icl","2_5","CLFRCXCBWIQVRN",5
"richest","icl","2_5","FBZONXHGGPHHIY",1
"richest","icl","2_5","FDGQSTZJBFJUBT",1
"richest","icl","2_5","FJKROLUGYXJWQN",2
"richest","icl","2_5","IJFXRHURBJZNAO",3
"richest","icl","2_5","OFCNXPDARWKPPY",15
"richest","icl","2_5","OLNJUISKUQQNIM",2
"richest","icl","2_5","PCSKKIUURRTAEM",1
"richest","icl","2_5","PMMYEEVYMWASQN",1
"richest","icl","2_5","PMZDQRJGMBOQBF",1
"richest","icl","2_5","SIKJAQJRHWYJAI",6
"richest","icl","2_5","TXXHDPDFNKHHGW",4
"richest","icl","2_5","UGQMRVRMYYASKQ",1
"richest","icl","2_5","VMUXSMXIQBNMGZ",21
"richest","icl","2_5","WBYWAXJHAXSJNI",13
"richest","icl","2_5","YGSDEFSMJLZEOE",1
"richest","icl","2_5","ZGXJTSGNIOSYLO",4
"richest","icl","2_6","CCVYRRGZDBSHFU",2
"richest","icl","2_6","DATAGRPVKZEWHA",20
"richest","icl","2_6","DUHQIGLHYXLKAE",5
"richest","icl","2_6","FBTSQILOGYXGMD",1
"richest","icl","2_6","FCCDDURTIIUXBY",5
"richest","icl","2_6","FVMDYYGIDFPZAX",1
"richest","icl","2_6","HXNFUBHNUDHIGC",7
"richest","icl","2_6","IZZIWIAOVZOBLF",1
"richest","icl","2_6","LRFVTYWOQMYALW",1
"richest","icl","2_6","NRSCPTLHWVWLLH",3
"richest","icl","2_6","PMZDQRJGMBOQBF",8
