"mixture","lab","compound","inchikey_2d","polarity","best_formula_rank","best_structure_rank","adducts","molecularFormula","expected_formula","expected_inchikey","mz_observed","confidenceExactMatch","confidenceApproxMatch","confidence_tier"
"1.6","hmgu","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU","neg",1,1,"[M - H]-","C20H23N7O7","C20H23N7O7","VVIAGPKUTFNRDU-STQMWFEESA-N",472.158478259698,0.287353652539359,0.383026440507281,"B"
"1.6","icl","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU","neg",1,1,"[M - H]-","C20H23N7O7","C20H23N7O7","VVIAGPKUTFNRDU-STQMWFEESA-N",472.155242919922,0.305334884389396,0.417429416490428,"B"
"2.1","afekta","L-phenylalanine","COLNVLDHVKWLRT","pos",1,1,"[M + H]+","C9H11NO2","C9H11NO2","COLNVLDHVKWLRT-QMMMGPOBSA-N",166.085880279541,0.89241971004082,0.942737068865772,"B"
"2.1","afekta","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK","pos",1,1,"[M + H]+","C4H6N4O","C4H6N4O","DVNYTAVYBRSTGK-UHFFFAOYSA-N",127.060939788818,0.754214923118354,0.754214923118354,"D"
"2.1","afekta","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU","pos",1,1,"[M + H]+","C10H15N3O4","C10H15N3O4","LUCHPKXVUGJYGU-XLPZGREQSA-N",242.112197875977,0.771941472041704,0.781845107089736,"C"
"2.1","afekta","pyridoxamine","NHZMQXZHNVQTQA","pos",2,1,"[M + H]+","C8H12N2O2","C8H12N2O2","NHZMQXZHNVQTQA-UHFFFAOYSA-N",169.096397399902,0.899161476128921,0.899161476128921,"D"
"2.1","cembio","keto-phenylpyruvic acid","BTNMPGBKDVTSJY","neg",1,1,"[M - H]-","C9H8O3","C9H8O3","BTNMPGBKDVTSJY-UHFFFAOYSA-N",163.039794921875,0.537615869091534,0.537615869091534,"A"
"2.1","cembio","vanillylmandelic acid","CGQCWMIAEPEHNQ","neg",1,1,"[M - H]-","C9H10O5","C9H10O5","CGQCWMIAEPEHNQ-UHFFFAOYSA-N",197.045700073242,0.391529045425126,0.908523522368664,"C"
"2.1","cembio","L-phenylalanine","COLNVLDHVKWLRT","neg",1,1,"[M - H]-","C9H11NO2","C9H11NO2","COLNVLDHVKWLRT-QMMMGPOBSA-N",164.071792602539,0.964104926390494,0.98409054404625,"C"
"2.1","cembio","L-phenylalanine","COLNVLDHVKWLRT","pos",1,1,"[M + H]+","C9H11NO2","C9H11NO2","COLNVLDHVKWLRT-QMMMGPOBSA-N",166.086196899414,0.99204691329854,0.994715653240127,"B"
"2.1","cembio","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK","neg",1,1,"[M - H]-","C4H6N4O","C4H6N4O","DVNYTAVYBRSTGK-UHFFFAOYSA-N",125.047203063965,0.433511263018663,0.53886220562107,"D"
"2.1","cembio","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK","pos",1,1,"[M + H]+","C4H6N4O","C4H6N4O","DVNYTAVYBRSTGK-UHFFFAOYSA-N",127.062301635742,0.794757305512703,0.794757305512703,"D"
"2.1","cembio","Gly-Phe","JBCLFWXMTIKCCB","neg",1,1,"[M - H]-","C11H14N2O3","C11H14N2O3","JBCLFWXMTIKCCB-VIFPVBQESA-N",221.093399047852,0.991051549855846,0.991051549855846,"C"
"2.1","cembio","9H-xanthine","LRFVTYWOQMYALW","neg",2,1,"[M - H]-","C5H4N4O2","C5H4N4O2","LRFVTYWOQMYALW-UHFFFAOYSA-N",151.026306152344,0.31619218121976,0.31619218121976,"C"
"2.1","cembio","9H-xanthine","LRFVTYWOQMYALW","pos",3,1,"[M + H]+","C5H4N4O2","C5H4N4O2","LRFVTYWOQMYALW-UHFFFAOYSA-N",153.041595458984,0.307267661423066,0.307267661423066,"D"
"2.1","cembio","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU","neg",1,1,"[M - H]-","C10H15N3O4","C10H15N3O4","LUCHPKXVUGJYGU-XLPZGREQSA-N",240.099304199219,0.053615306261424,0.115419468085441,"C"
"2.1","cembio","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU","pos",1,1,"[M + H]+","C10H15N3O4","C10H15N3O4","LUCHPKXVUGJYGU-XLPZGREQSA-N",242.113693237305,0.93198771667919,0.943205023458839,"C"
"2.1","cembio","tricaproin","MAYCICSNZYXLHB","pos",1,3,"[M + Na]+","C21H38O6","C21H38O6","MAYCICSNZYXLHB-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.1","cembio","pyridoxamine","NHZMQXZHNVQTQA","neg",3,9,"[M - H]-","C8H12N2O2","C8H12N2O2","NHZMQXZHNVQTQA-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.1","cembio","pyridoxamine","NHZMQXZHNVQTQA","pos",1,1,"[M + H]+","C8H12N2O2","C8H12N2O2","NHZMQXZHNVQTQA-UHFFFAOYSA-N",169.097396850586,0.901523180289963,0.901523180289963,"D"
"2.1","cembio","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG","neg",1,8,"[M - H]-","C7H8O2","C7H8O2","OKVJCVWFVRATSG-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.1","cembio","L-leucine","ROHFNLRQFUQHCH","neg",1,1,"[M - H]-","C6H13NO2","C6H13NO2","ROHFNLRQFUQHCH-YFKPBYRVSA-N",130.08740234375,0.158422759045715,0.293410106890815,"D"
"2.1","cembio","L-leucine","ROHFNLRQFUQHCH","pos",1,1,"[M + H]+","C6H13NO2","C6H13NO2","ROHFNLRQFUQHCH-YFKPBYRVSA-N",132.101806640625,0.441739409925221,0.674517616242547,"C"
"2.1","cembio","ethylmalonic acid","UKFXDFUAPNAMPJ","neg",1,1,"[M - H]-","C5H8O4","C5H8O4","UKFXDFUAPNAMPJ-UHFFFAOYSA-N",131.034805297852,0.646110661744838,0.854913558632863,"D"
"2.1","cembio","ethylmalonic acid","UKFXDFUAPNAMPJ","pos",1,20,"[M + H]+;[M + Na]+","C5H8O4","C5H8O4","UKFXDFUAPNAMPJ-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.1","cembio","dopamine","VYFYYTLLBUKUHU","neg",1,1,"[M - H]-","C8H11NO2","C8H11NO2","VYFYYTLLBUKUHU-UHFFFAOYSA-N",152.07209777832,0.895801708304766,0.985446407561595,"B"
"2.1","cembio","dopamine","VYFYYTLLBUKUHU","pos",1,1,"[M + H]+","C8H11NO2","C8H11NO2","VYFYYTLLBUKUHU-UHFFFAOYSA-N",154.086250305176,0.99276447772017,0.99601746707265,"B"
"2.1","cembio","2'-deoxyguanosine","YKBGVTZYEHREMT","neg",1,1,"[M - H]-","C10H13N5O4","C10H13N5O4","YKBGVTZYEHREMT-KVQBGUIXSA-N",266.089691162109,0.509101189699511,0.735715765228699,"C"
"2.1","cembio","2'-deoxyguanosine","YKBGVTZYEHREMT","pos",1,1,"[M + H]+","C10H13N5O4","C10H13N5O4","YKBGVTZYEHREMT-KVQBGUIXSA-N",268.104095458984,0.877636650035274,0.921287256433513,"C"
"2.1","cembio","methylmalonic acid","ZIYVHBGGAOATLY","neg",1,1,"[M - H]-","C4H6O4","C4H6O4","ZIYVHBGGAOATLY-UHFFFAOYSA-N",117.019203186035,0.737049414812224,0.776649142923078,"B"
"2.1","cembio","methylmalonic acid","ZIYVHBGGAOATLY","pos",1,14,"[M + Na]+","C4H6O4","C4H6O4","ZIYVHBGGAOATLY-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.1","cembio","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB","neg",1,1,"[M - H]-","C5H4N2O4","C5H4N2O4","ZXYAAVBXHKCJJB-UHFFFAOYSA-N",155.009902954102,0.72347451692541,0.942076030632403,"B"
"2.1","hmgu","vanillylmandelic acid","CGQCWMIAEPEHNQ","neg",1,1,"[M - H]-","C9H10O5","C9H10O5","CGQCWMIAEPEHNQ-UHFFFAOYSA-N",197.044724363636,0.508302248465574,0.934035290594295,"C"
"2.1","hmgu","L-phenylalanine","COLNVLDHVKWLRT","neg",1,1,"[M - H]-","C9H11NO2","C9H11NO2","COLNVLDHVKWLRT-QMMMGPOBSA-N",164.071074647948,0.866260044140764,0.930578542235334,"C"
"2.1","hmgu","L-phenylalanine","COLNVLDHVKWLRT","pos",1,33,"[M + H]+","C9H11NO2","C9H11NO2","COLNVLDHVKWLRT-QMMMGPOBSA-N",NA,NA,NA,"B"
"2.1","hmgu","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK","neg",1,1,"[M - H]-","C4H6N4O","C4H6N4O","DVNYTAVYBRSTGK-UHFFFAOYSA-N",125.045516032423,0.577719471316124,0.577719471316124,"D"
"2.1","hmgu","Gly-Phe","JBCLFWXMTIKCCB","neg",1,1,"[M - H]-","C11H14N2O3","C11H14N2O3","JBCLFWXMTIKCCB-VIFPVBQESA-N",221.091572115496,0.768419727147332,0.768419727147332,"C"
"2.1","hmgu","9H-xanthine","LRFVTYWOQMYALW","neg",1,1,"[M - H]-","C5H4N4O2","C5H4N4O2","LRFVTYWOQMYALW-UHFFFAOYSA-N",151.025842319503,0.488475150115324,0.488475150115324,"C"
"2.1","hmgu","pyridoxamine","NHZMQXZHNVQTQA","neg",1,1,"[M - H]-","C8H12N2O2","C8H12N2O2","NHZMQXZHNVQTQA-UHFFFAOYSA-N",167.082995226809,0.918815341037093,0.918815341037093,"D"
"2.1","hmgu","pyridoxamine","NHZMQXZHNVQTQA","pos",1,1,"[M + Na]+","C8H12N2O2","C8H12N2O2","NHZMQXZHNVQTQA-UHFFFAOYSA-N",191.077715718307,0.892152957242757,0.892152957242757,"D"
"2.1","hmgu","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG","neg",1,1,"[M - H]-","C7H8O2","C7H8O2","OKVJCVWFVRATSG-UHFFFAOYSA-N",123.044593977328,0.55466220327932,0.81403858709189,"C"
"2.1","hmgu","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG","pos",1,2,"[M + H]+;[M + Na]+","C7H8O2","C7H8O2","OKVJCVWFVRATSG-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.1","hmgu","L-leucine","ROHFNLRQFUQHCH","neg",1,1,"[M - H]-","C6H13NO2","C6H13NO2","ROHFNLRQFUQHCH-YFKPBYRVSA-N",130.087075973455,0.157376098013751,0.306150961747542,"D"
"2.1","hmgu","5,6-dihydroxyindole","SGNZYJXNUURYCH","neg",1,7,"[M - H]-","C8H7NO2","C8H7NO2","SGNZYJXNUURYCH-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.1","hmgu","ethylmalonic acid","UKFXDFUAPNAMPJ","neg",1,1,"[M - H]-","C5H8O4","C5H8O4","UKFXDFUAPNAMPJ-UHFFFAOYSA-N",131.034336199126,0.648628750592747,0.795831442615167,"D"
"2.1","hmgu","methylmalonic acid","ZIYVHBGGAOATLY","neg",1,1,"[M - H]-","C4H6O4","C4H6O4","ZIYVHBGGAOATLY-UHFFFAOYSA-N",117.01894924145,0.766917901454199,0.784114475765266,"B"
"2.1","hmgu","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB","neg",1,1,"[M - H]-","C5H4N2O4","C5H4N2O4","ZXYAAVBXHKCJJB-UHFFFAOYSA-N",155.009846463093,0.414948342411612,0.383518879704084,"B"
"2.10","afekta","quinolinic acid","GJAWHXHKYYXBSV","pos",1,1,"[M + H]+","C7H5NO4","C7H5NO4","GJAWHXHKYYXBSV-UHFFFAOYSA-N",168.027839660645,0.636603912897464,0.901635258650225,"C"
"2.10","afekta","L-pipecolic acid","HXEACLLIILLPRG","pos",1,1,"[M + H]+","C6H11NO2","C6H11NO2","HXEACLLIILLPRG-YFKPBYRVSA-N",130.085746765137,0.980209129510331,0.990925302796245,"B"
"2.10","afekta","trans-urocanic acid","LOIYMIARKYCTBW","neg",1,5,"[M - H]-","C6H6N2O2","C6H6N2O2","LOIYMIARKYCTBW-OWOJBTEDSA-N",NA,NA,NA,"C"
"2.10","afekta","trans-urocanic acid","LOIYMIARKYCTBW","pos",2,1,"[M + H]+","C6H6N2O2","C6H6N2O2","LOIYMIARKYCTBW-OWOJBTEDSA-N",139.049687703451,0.11029776545613,0.11029776545613,"B"
"2.10","afekta","2-hydroxy-2-methylbutyric acid","MBIQENSCDNJOIY","neg",1,2,"[M - H]-","C5H10O3","C5H10O3","MBIQENSCDNJOIY-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.10","afekta","4-hydroxy-L-proline","PMMYEEVYMWASQN","pos",1,1,"[M + Na]+","C5H9NO3","C5H9NO3","PMMYEEVYMWASQN-BKLSDQPFSA-N",154.046600341797,0.87574146704117,0.937214511054252,"B"
"2.10","cembio","alpha-D-glucuronic acid","AEMOLEFTQBMNLQ","neg",3,1,"[M - H]-","C6H10O7","C6H10O7","AEMOLEFTQBMNLQ-WAXACMCWSA-N",193.035598754883,0.269517017320349,0.189596291864313,"D"
"2.10","cembio","glycinamide","BEBCJVAWIBVWNZ","pos",1,1,"[M + H]+;[M + Na]+","C2H6N2O","C2H6N2O","BEBCJVAWIBVWNZ-UHFFFAOYSA-N",75.055397033691,0.15882116871926,0.17230304297339,"C"
"2.10","cembio","3-methoxytyramine","DIVQKHQLANKJQO","pos",1,1,"[M + H]+","C9H13NO2","C9H13NO2","DIVQKHQLANKJQO-UHFFFAOYSA-N",168.101699829102,0.660123047882388,0.81994939829262,"B"
"2.10","cembio","(5-hydroxyindol-3-yl)acetic acid","DUUGKQCEGZLZNO","neg",1,1,"[M - H]-","C10H9NO3","C10H9NO3","DUUGKQCEGZLZNO-UHFFFAOYSA-N",190.05110168457,0.769356735712133,0.852429147388436,"B"
"2.10","cembio","(5-hydroxyindol-3-yl)acetic acid","DUUGKQCEGZLZNO","pos",1,1,"[M + H]+;[M + Na]+","C10H9NO3","C10H9NO3","DUUGKQCEGZLZNO-UHFFFAOYSA-N",192.065994262695,0.872138694597488,0.924052237922104,"A"
"2.10","cembio","quinolinic acid","GJAWHXHKYYXBSV","pos",1,1,"[M + H]+","C7H5NO4","C7H5NO4","GJAWHXHKYYXBSV-UHFFFAOYSA-N",168.029403686523,0.696926796833528,0.915953681692101,"C"
"2.10","cembio","L-pipecolic acid","HXEACLLIILLPRG","neg",1,5,"[M - H]-","C6H11NO2","C6H11NO2","HXEACLLIILLPRG-YFKPBYRVSA-N",NA,NA,NA,"D"
"2.10","cembio","L-pipecolic acid","HXEACLLIILLPRG","pos",1,1,"[M + H]+","C6H11NO2","C6H11NO2","HXEACLLIILLPRG-YFKPBYRVSA-N",130.086303710938,0.986112981520961,0.99190453250738,"B"
"2.10","cembio","uracil","ISAKRJDGNUQOIC","neg",1,1,"[M - H]-","C4H4N2O2","C4H4N2O2","ISAKRJDGNUQOIC-UHFFFAOYSA-N",111.020202636719,0.600368479510748,0.600368479510748,"A"
"2.10","cembio","uracil","ISAKRJDGNUQOIC","pos",1,1,"[M + H]+","C4H4N2O2","C4H4N2O2","ISAKRJDGNUQOIC-UHFFFAOYSA-N",113.034599304199,0.840878010445204,0.840878010445204,"A"
"2.10","cembio","7,9-dihydro-1H-purine-2,6,8(3H)-trione","LEHOTFFKMJEONL","neg",1,1,"[M - H]-","C5H4N4O3","C5H4N4O3","LEHOTFFKMJEONL-UHFFFAOYSA-N",167.021102905273,0.340261179011094,0.340261179011094,"C"
"2.10","cembio","7,9-dihydro-1H-purine-2,6,8(3H)-trione","LEHOTFFKMJEONL","pos",1,1,"[M + H]+","C5H4N4O3","C5H4N4O3","LEHOTFFKMJEONL-UHFFFAOYSA-N",169.035903930664,0.418305048311552,0.418305048311552,"B"
"2.10","cembio","trans-urocanic acid","LOIYMIARKYCTBW","neg",1,1,"[M - H]-","C6H6N2O2","C6H6N2O2","LOIYMIARKYCTBW-OWOJBTEDSA-N",137.035797119141,0.437814025522238,0.437814025522238,"C"
"2.10","cembio","trans-urocanic acid","LOIYMIARKYCTBW","pos",1,1,"[M + H]+","C6H6N2O2","C6H6N2O2","LOIYMIARKYCTBW-OWOJBTEDSA-N",139.05029296875,0.897845522454516,0.897845522454516,"B"
"2.10","cembio","(S)-2-hydroxy-4-methylpentanoic acid","LVRFTAZAXQPQHI","neg",1,1,"[M - H]-","C6H12O3","C6H12O3","LVRFTAZAXQPQHI-YFKPBYRVSA-N",131.071304321289,0.543056642522416,0.890928937623424,"B"
"2.10","cembio","(S)-2-hydroxy-4-methylpentanoic acid","LVRFTAZAXQPQHI","pos",1,14,"[M + H]+","C6H12O3","C6H12O3","LVRFTAZAXQPQHI-YFKPBYRVSA-N",NA,NA,NA,"D"
"2.10","cembio","2-hydroxy-2-methylbutyric acid","MBIQENSCDNJOIY","neg",1,2,"[M - H]-","C5H10O3","C5H10O3","MBIQENSCDNJOIY-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.10","cembio","2-hydroxy-2-methylbutyric acid","MBIQENSCDNJOIY","pos",1,5,"[M + Na]+","C5H10O3","C5H10O3","MBIQENSCDNJOIY-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.10","cembio","4-hydroxy-L-proline","PMMYEEVYMWASQN","neg",1,1,"[M - H]-","C5H9NO3","C5H9NO3","PMMYEEVYMWASQN-BKLSDQPFSA-N",130.050994873047,0.659012910389195,0.970573640110252,"B"
"2.10","cembio","4-hydroxy-L-proline","PMMYEEVYMWASQN","pos",1,1,"[M + H]+","C5H9NO3","C5H9NO3","PMMYEEVYMWASQN-BKLSDQPFSA-N",132.065994262695,0.858004389298785,0.939157941583055,"B"
"2.10","cembio","alpha-D-mannose","WQZGKKKJIJFFOK","pos",1,5,"[M + Na]+","C6H12O6","C6H12O6","WQZGKKKJIJFFOK-PQMKYFCFSA-N",NA,NA,NA,"D"
"2.10","cembio","N-isovalerylglycine","ZRQXMKMBBMNNQC","neg",1,1,"[M - H]-","C7H13NO3","C7H13NO3","ZRQXMKMBBMNNQC-UHFFFAOYSA-N",158.082305908203,0.590891532508435,0.932123045301798,"B"
"2.10","cembio","N-isovalerylglycine","ZRQXMKMBBMNNQC","pos",1,1,"[M + H]+;[M + Na]+","C7H13NO3","C7H13NO3","ZRQXMKMBBMNNQC-UHFFFAOYSA-N",160.09700012207,0.665640899251871,0.904427074177621,"A"
"2.10","hmgu","glycinamide","BEBCJVAWIBVWNZ","pos",1,4,"[M + H]+","C2H6N2O","C2H6N2O","BEBCJVAWIBVWNZ-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.2","afekta","L-methionine","FFEARJCKVFRZRR","pos",1,1,"[M + H]+","C5H11NO2S","C5H11NO2S","FFEARJCKVFRZRR-BYPYZUCNSA-N",150.057762145996,0.93048418327758,0.947986800193131,"B"
"2.2","afekta","N-acetyl-L-proline","GNMSLDIYJOSUSW","neg",2,1,"[M - H]-","C7H11NO3","C7H11NO3","GNMSLDIYJOSUSW-LURJTMIESA-N",156.065200805664,0.98486609191507,0.98486609191507,"C"
"2.2","afekta","kynurenic acid","HCZHHEIFKROPDY","pos",1,1,"[M + H]+","C10H7NO3","C10H7NO3","HCZHHEIFKROPDY-UHFFFAOYSA-N",190.049301147461,0.818813370715325,0.818813370715325,"A"
"2.2","afekta","5-methoxysalicylic acid","IZZIWIAOVZOBLF","neg",1,1,"[M - H]-","C8H8O4","C8H8O4","IZZIWIAOVZOBLF-UHFFFAOYSA-N",167.033147176107,0.177921736745544,0.522395540432148,"C"
"2.2","afekta","glutaric acid","JFCQEDHGNNZCLN","neg",1,1,"[M - H]-","C5H8O4","C5H8O4","JFCQEDHGNNZCLN-UHFFFAOYSA-N",131.033924102783,0.482895104682842,0.504002601822429,"C"
"2.2","afekta","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ","pos",1,1,"[M + H]+","C5H11NO2","C5H11NO2","JMOXSQYGVIXBBZ-UHFFFAOYSA-N",118.085558361477,0.370537687531791,0.502549245374805,"C"
"2.2","afekta","trans-3-coumaric acid","KKSDGJDHHZEWEP","neg",1,1,"[M - H]-","C9H8O3","C9H8O3","KKSDGJDHHZEWEP-SNAWJCMRSA-N",163.038630167643,0.328130527361308,0.70642527416355,"C"
"2.2","cembio","3,3',5-triiodo-L-thyronine","AUYYCJSJGJYCDS","neg",1,1,"[M - H]-","C15H12I3NO4","C15H12I3NO4","AUYYCJSJGJYCDS-LBPRGKRZSA-N",649.78271484375,0.266682759291592,0.475048839874569,"C"
"2.2","cembio","3,3',5-triiodo-L-thyronine","AUYYCJSJGJYCDS","pos",1,1,"[M + H]+","C15H12I3NO4","C15H12I3NO4","AUYYCJSJGJYCDS-LBPRGKRZSA-N",651.797790527344,0.565006791578475,0.654323508262363,"C"
"2.2","cembio","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON","neg",1,1,"[M - H]-","C11H13NO3","C11H13NO3","CBQJSKKFNMDLON-JTQLQIEISA-N",206.082397460938,0.991781206245318,0.991781206245318,"C"
"2.2","cembio","N-acetyl-L-phenylalanine","CBQJSKKFNMDLON","pos",1,1,"[M + H]+;[M + Na]+","C11H13NO3","C11H13NO3","CBQJSKKFNMDLON-JTQLQIEISA-N",208.097198486328,0.996385077709495,0.997341552608349,"C"
"2.2","cembio","tyramine","DZGWFCGJZKJUFP","pos",1,1,"[M + H]+;[M + Na]+","C8H11NO","C8H11NO","DZGWFCGJZKJUFP-UHFFFAOYSA-N",138.091506958008,0.831796039694681,0.899753395253248,"C"
"2.2","cembio","L-methionine","FFEARJCKVFRZRR","neg",1,1,"[M - H]-","C5H11NO2S","C5H11NO2S","FFEARJCKVFRZRR-BYPYZUCNSA-N",148.043899536133,0.738592735666206,0.848479504058478,"B"
"2.2","cembio","L-methionine","FFEARJCKVFRZRR","pos",1,1,"[M + H]+","C5H11NO2S","C5H11NO2S","FFEARJCKVFRZRR-BYPYZUCNSA-N",150.058502197266,0.990222014434381,0.992590420778925,"B"
"2.2","cembio","N-acetyl-L-proline","GNMSLDIYJOSUSW","neg",1,1,"[M - H]-","C7H11NO3","C7H11NO3","GNMSLDIYJOSUSW-LURJTMIESA-N",156.066696166992,0.98107921488511,0.995101678059967,"C"
"2.2","cembio","N-acetyl-L-proline","GNMSLDIYJOSUSW","pos",1,1,"[M + H]+","C7H11NO3","C7H11NO3","GNMSLDIYJOSUSW-LURJTMIESA-N",158.080200195313,0.994157654614342,0.994157654614342,"D"
"2.2","cembio","kynurenic acid","HCZHHEIFKROPDY","neg",1,1,"[M - H]-","C10H7NO3","C10H7NO3","HCZHHEIFKROPDY-UHFFFAOYSA-N",188.035507202148,0.697380178179104,0.764105257186805,"B"
"2.2","cembio","kynurenic acid","HCZHHEIFKROPDY","pos",1,1,"[M + H]+","C10H7NO3","C10H7NO3","HCZHHEIFKROPDY-UHFFFAOYSA-N",190.0498046875,0.873423560004065,0.873423560004065,"A"
"2.2","cembio","alloxanthine","HXNFUBHNUDHIGC","neg",1,1,"[M - H]-","C5H4N4O2","C5H4N4O2","HXNFUBHNUDHIGC-UHFFFAOYSA-N",151.026092529297,0.658616708435677,0.658616708435677,"B"
"2.2","cembio","alloxanthine","HXNFUBHNUDHIGC","pos",1,1,"[M + H]+","C5H4N4O2","C5H4N4O2","HXNFUBHNUDHIGC-UHFFFAOYSA-N",153.041107177734,0.730093314077004,0.730093314077004,"B"
"2.2","cembio","5-methoxysalicylic acid","IZZIWIAOVZOBLF","neg",1,1,"[M - H]-","C8H8O4","C8H8O4","IZZIWIAOVZOBLF-UHFFFAOYSA-N",167.034698486328,0.417891234714929,0.882349097455766,"C"
"2.2","cembio","5-methoxysalicylic acid","IZZIWIAOVZOBLF","pos",1,6,"[M + H]+","C8H8O4","C8H8O4","IZZIWIAOVZOBLF-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.2","cembio","glutaric acid","JFCQEDHGNNZCLN","neg",1,1,"[M - H]-","C5H8O4","C5H8O4","JFCQEDHGNNZCLN-UHFFFAOYSA-N",131.034896850586,0.644539827255781,0.826609189394931,"C"
"2.2","cembio","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ","pos",1,2,"[M + H]+;[M + Na]+","C5H11NO2","C5H11NO2","JMOXSQYGVIXBBZ-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.2","cembio","trans-3-coumaric acid","KKSDGJDHHZEWEP","neg",1,1,"[M - H]-","C9H8O3","C9H8O3","KKSDGJDHHZEWEP-SNAWJCMRSA-N",163.040100097656,0.387628853653502,0.754476386316488,"C"
"2.2","cembio","trans-3-coumaric acid","KKSDGJDHHZEWEP","pos",1,1,"[M + H]+;[M + Na]+","C9H8O3","C9H8O3","KKSDGJDHHZEWEP-SNAWJCMRSA-N",165.054306030273,0.0830978800928363,0.263448154804427,"C"
"2.2","cembio","5-oxo-L-proline","ODHCTXKNWHHXJC","neg",1,1,"[M - H]-","C5H7NO3","C5H7NO3","ODHCTXKNWHHXJC-VKHMYHEASA-N",128.035400390625,0.831062475301711,0.831062475301711,"B"
"2.2","cembio","5-oxo-L-proline","ODHCTXKNWHHXJC","pos",1,1,"[M + H]+","C5H7NO3","C5H7NO3","ODHCTXKNWHHXJC-VKHMYHEASA-N",130.050003051758,0.993519638123999,0.993519638123999,"B"
"2.2","cembio","corticosterone","OMFXVFTZEKFJBZ","pos",1,1,"[M + H]+","C21H30O4","C21H30O4","OMFXVFTZEKFJBZ-HJTSIMOOSA-N",347.221893310547,0.833061622163527,0.939210880499817,"B"
"2.2","cembio","D-glucono-1,5-lactone","PHOQVHQSTUBQQK","neg",1,2,"[M - H]-","C6H10O6","C6H10O6","PHOQVHQSTUBQQK-SQOUGZDYSA-N",NA,NA,NA,"D"
"2.2","cembio","homovanillic acid","QRMZSPFSDQBLIX","neg",1,1,"[M - H]-","C9H10O4","C9H10O4","QRMZSPFSDQBLIX-UHFFFAOYSA-N",181.050796508789,0.251825642475416,0.67030797239791,"C"
"2.2","cembio","2-oxobutanoic acid","TYEYBOSBBBHJIV","neg",1,1,"[M - H]-","C4H6O3","C4H6O3","TYEYBOSBBBHJIV-UHFFFAOYSA-N",101.024398803711,0.510142113466537,0.509954144509035,"C"
"2.2","cembio","3-iodo-L-tyrosine","UQTZMGFTRHFAAM","neg",1,1,"[M - H]-","C9H10INO3","C9H10INO3","UQTZMGFTRHFAAM-ZETCQYMHSA-N",305.963287353516,0.789998150104962,0.789998150104962,"A"
"2.2","cembio","3-iodo-L-tyrosine","UQTZMGFTRHFAAM","pos",1,1,"[M + H]+","C9H10INO3","C9H10INO3","UQTZMGFTRHFAAM-ZETCQYMHSA-N",307.977996826172,0.879335754280512,0.899560489951483,"B"
"2.2","cembio","biotin","YBJHBAHKTGYVGT","neg",1,1,"[M - H]-","C10H16N2O3S","C10H16N2O3S","YBJHBAHKTGYVGT-ZKWXMUAHSA-N",243.080902099609,0.997611004752243,0.997611004752243,"A"
"2.2","cembio","biotin","YBJHBAHKTGYVGT","pos",1,1,"[M + H]+;[M + Na]+","C10H16N2O3S","C10H16N2O3S","YBJHBAHKTGYVGT-ZKWXMUAHSA-N",245.095504760742,0.998063842231223,0.998063842231223,"C"
"2.2","hmgu","N,N-dimethyl-beta-alanine","JMOXSQYGVIXBBZ","pos",1,2,"[M + H]+","C5H11NO2","C5H11NO2","JMOXSQYGVIXBBZ-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.2","hmgu","trans-3-coumaric acid","KKSDGJDHHZEWEP","pos",2,1,"[M + H]+","C9H8O3","C9H8O3","KKSDGJDHHZEWEP-SNAWJCMRSA-N",165.052880106144,0.0756122187084577,0.098381836693541,"C"
"2.2","hmgu","2-oxobutanoic acid","TYEYBOSBBBHJIV","neg",1,2,"[M - H]-","C4H6O3","C4H6O3","TYEYBOSBBBHJIV-UHFFFAOYSA-N",NA,NA,NA,"C"
